cep	status	bairro_sugerido	bairro_principal	clientes_total	clientes_alterar	clientes_provaveis	clientes_excecao	confianca	alteraveis	provaveis	excecoes	todas_variacoes
74477022	SEGURO	DA VITORIA	BAIRRO DA VITORIA	3	3	0	0	66.67	BAIRRO DA VITORIA (2) | BAIRRO DA VITÓRIA (1)			BAIRRO DA VITORIA (2) | BAIRRO DA VITÓRIA (1)
74477024	SEGURO	DA VITORIA	BAIRRO DA VITORIA	3	3	0	0	33.33	BAIRRO DA VITORIA (1) | BAIRRO DA VITÓRIA (1) | Da Vitória (1)			BAIRRO DA VITORIA (1) | BAIRRO DA VITÓRIA (1) | Da Vitória (1)
74477025	SEGURO	DA VITORIA	BAIRRO DA VITÓRIA	3	3	0	0	33.33	BAIRRO DA VITÓRIA (1) | BAIRRO DA VITORIA (1) | Da Vitória (1)			BAIRRO DA VITÓRIA (1) | BAIRRO DA VITORIA (1) | Da Vitória (1)
74477026	SEGURO	DA VITORIA	BAIRRO DA VITÓRIA	1	1	0	0	100.0	BAIRRO DA VITÓRIA (1)			BAIRRO DA VITÓRIA (1)
74477027	SEGURO	DA VITORIA	BAIRRO DA VITÓRIA	3	3	0	0	66.67	BAIRRO DA VITÓRIA (2) | DA VITÓRIA (1)			BAIRRO DA VITÓRIA (2) | DA VITÓRIA (1)
74477030	SEGURO	DA VITORIA	BAIRRO DA VITÓRIA	7	7	0	0	57.14	BAIRRO DA VITÓRIA (4) | BAIRRO DA VITORIA (2) | DA VITÓRIA (1)			BAIRRO DA VITÓRIA (4) | BAIRRO DA VITORIA (2) | DA VITÓRIA (1)
74477031	SEGURO	DA VITORIA	BAIRRO DA VITÓRIA	4	4	0	0	50.0	BAIRRO DA VITÓRIA (2) | BAIRRO DA VITORIA (2)			BAIRRO DA VITÓRIA (2) | BAIRRO DA VITORIA (2)
74477032	SEGURO	DA VITORIA	DA VITÓRIA	2	2	0	0	100.0	DA VITÓRIA (2)			DA VITÓRIA (2)
74477033	SEGURO	DA VITORIA	DA VITÓRIA	2	2	0	0	100.0	DA VITÓRIA (2)			DA VITÓRIA (2)
74477034	SEGURO	DA VITORIA	BAIRRO DA VITÓRIA	5	5	0	0	80.0	BAIRRO DA VITÓRIA (4) | Da Vitória (1)			BAIRRO DA VITÓRIA (4) | Da Vitória (1)
74477036	SEGURO	DA VITORIA	BAIRRO DA VITÓRIA	11	11	0	0	36.36	BAIRRO DA VITÓRIA (4) | DA VITÓRIA (4) | Da Vitória (3)			BAIRRO DA VITÓRIA (4) | DA VITÓRIA (4) | Da Vitória (3)
74477038	SEGURO	DA VITORIA	BAIRRO DA VITORIA	3	3	0	0	66.67	BAIRRO DA VITORIA (2) | BAIRRO DA VITÓRIA (1)			BAIRRO DA VITORIA (2) | BAIRRO DA VITÓRIA (1)
74477040	SEGURO	DA VITORIA	BAIRRO DA VITÓRIA	1	1	0	0	100.0	BAIRRO DA VITÓRIA (1)			BAIRRO DA VITÓRIA (1)
74477041	SEGURO	DA VITORIA	BAIRRO DA VITORIA	4	4	0	0	50.0	BAIRRO DA VITORIA (2) | BAIRRO DA VITÓRIA (1) | Da Vitória (1)			BAIRRO DA VITORIA (2) | BAIRRO DA VITÓRIA (1) | Da Vitória (1)
74477043	SEGURO	DA VITORIA	Da Vitória	5	5	0	0	60.0	Da Vitória (3) | BAIRRO DA VITÓRIA (2)			Da Vitória (3) | BAIRRO DA VITÓRIA (2)
74477044	SEGURO	DA VITORIA	BAIRRO DA VITORIA	2	2	0	0	50.0	BAIRRO DA VITORIA (1) | Da Vitória (1)			BAIRRO DA VITORIA (1) | Da Vitória (1)
74477045	SEGURO	DA VITORIA	DA VITÓRIA	4	4	0	0	50.0	DA VITÓRIA (2) | BAIRRO DA VITÓRIA (1) | BAIRRO DA VITORIA (1)			DA VITÓRIA (2) | BAIRRO DA VITÓRIA (1) | BAIRRO DA VITORIA (1)
74477048	SEGURO	DA VITORIA	BAIRRO DA VITÓRIA	5	5	0	0	80.0	BAIRRO DA VITÓRIA (4) | BAIRRO DA VITORIA (1)			BAIRRO DA VITÓRIA (4) | BAIRRO DA VITORIA (1)
74477049	SEGURO	DA VITORIA	DA VITÓRIA	1	1	0	0	100.0	DA VITÓRIA (1)			DA VITÓRIA (1)
74477050	SEGURO	DA VITORIA	DA VITÓRIA	2	2	0	0	50.0	DA VITÓRIA (1) | Da Vitória (1)			DA VITÓRIA (1) | Da Vitória (1)
74477051	SEGURO	DA VITORIA	DA VITÓRIA	2	2	0	0	100.0	DA VITÓRIA (2)			DA VITÓRIA (2)
74477053	SEGURO	DA VITORIA	BAIRRO DA VITÓRIA	4	4	0	0	75.0	BAIRRO DA VITÓRIA (3) | DA VITÓRIA (1)			BAIRRO DA VITÓRIA (3) | DA VITÓRIA (1)
74477054	SEGURO	DA VITORIA	DA VITÓRIA	3	3	0	0	66.67	DA VITÓRIA (2) | BAIRRO DA VITÓRIA (1)			DA VITÓRIA (2) | BAIRRO DA VITÓRIA (1)
74477055	SEGURO	DA VITORIA	BAIRRO DA VITÓRIA	3	3	0	0	66.67	BAIRRO DA VITÓRIA (2) | BAIRRO DA VITORIA (1)			BAIRRO DA VITÓRIA (2) | BAIRRO DA VITORIA (1)
74477056	SEGURO	DA VITORIA	BAIRRO DA VITÓRIA	2	2	0	0	100.0	BAIRRO DA VITÓRIA (2)			BAIRRO DA VITÓRIA (2)
74477057	SEGURO	DA VITORIA	DA VITÓRIA	12	12	0	0	41.67	DA VITÓRIA (5) | BAIRRO DA VITORIA (4) | BAIRRO DA VITÓRIA (2) | Da Vitória (1)			DA VITÓRIA (5) | BAIRRO DA VITORIA (4) | BAIRRO DA VITÓRIA (2) | Da Vitória (1)
74477058	SEGURO	SAO CARLOS	SÃO CARLOS	4	4	0	0	75.0	SÃO CARLOS (3) | São Carlos (1)			SÃO CARLOS (3) | São Carlos (1)
74477059	SEGURO	SAO CARLOS	SÃO CARLOS	2	2	0	0	100.0	SÃO CARLOS (2)			SÃO CARLOS (2)
74477060	SEGURO	SAO CARLOS	SÃO CARLOS	1	1	0	0	100.0	SÃO CARLOS (1)			SÃO CARLOS (1)
74477061	SEGURO	SAO CARLOS	SÃO CARLOS	7	7	0	0	71.43	SÃO CARLOS (5) | São Carlos (2)			SÃO CARLOS (5) | São Carlos (2)
74477062	SEGURO	SAO CARLOS	SÃO CARLOS	12	12	0	0	83.33	SÃO CARLOS (10) | SAO CARLOS (1) | São Carlos (1)			SÃO CARLOS (10) | SAO CARLOS (1) | São Carlos (1)
74477063	SEGURO	SAO CARLOS	SÃO CARLOS	1	1	0	0	100.0	SÃO CARLOS (1)			SÃO CARLOS (1)
74477064	SEGURO	SAO CARLOS	SÃO CARLOS	1	1	0	0	100.0	SÃO CARLOS (1)			SÃO CARLOS (1)
74477066	SEGURO	SAO CARLOS	SÃO CARLOS	10	10	0	0	100.0	SÃO CARLOS (10)			SÃO CARLOS (10)
74477067	SEGURO	SAO CARLOS	SÃO CARLOS	6	6	0	0	83.33	SÃO CARLOS (5) | BAIRRO SÃO CARLOS (1)			SÃO CARLOS (5) | BAIRRO SÃO CARLOS (1)
74477068	SEGURO	SAO CARLOS	SÃO CARLOS	6	6	0	0	66.67	SÃO CARLOS (4) | São Carlos (2)			SÃO CARLOS (4) | São Carlos (2)
74477069	SEGURO	SAO CARLOS	SÃO CARLOS	2	2	0	0	100.0	SÃO CARLOS (2)			SÃO CARLOS (2)
74477070	SEGURO	SAO CARLOS	SÃO CARLOS	6	6	0	0	66.67	SÃO CARLOS (4) | BAIRRO SÃO CARLOS (1) | SAO CARLOS (1)			SÃO CARLOS (4) | BAIRRO SÃO CARLOS (1) | SAO CARLOS (1)
74477071	SEGURO	SAO CARLOS	SÃO CARLOS	4	4	0	0	75.0	SÃO CARLOS (3) | São Carlos (1)			SÃO CARLOS (3) | São Carlos (1)
74477072	SEGURO	DA VITORIA	BAIRRO DA VITÓRIA	2	2	0	0	50.0	BAIRRO DA VITÓRIA (1) | Da Vitoria (1)			BAIRRO DA VITÓRIA (1) | Da Vitoria (1)
74477074	SEGURO	SAO CARLOS	SÃO CARLOS	4	4	0	0	75.0	SÃO CARLOS (3) | São Carlos (1)			SÃO CARLOS (3) | São Carlos (1)
74477076	BLOQUEADO	SAO CARLOS	SÃO CARLOS	4	3	0	1	50.0	SÃO CARLOS (2) | BAIRRO SÃO CARLOS (1)		Da Vitória (1) [10.0%]	SÃO CARLOS (2) | BAIRRO SÃO CARLOS (1) | Da Vitória (1)
74477078	SEGURO	SAO CARLOS	SÃO CARLOS	4	4	0	0	100.0	SÃO CARLOS (4)			SÃO CARLOS (4)
74477079	SEGURO	SAO CARLOS	SÃO CARLOS	2	2	0	0	100.0	SÃO CARLOS (2)			SÃO CARLOS (2)
74477080	SEGURO	SAO CARLOS	SÃO CARLOS	4	4	0	0	75.0	SÃO CARLOS (3) | São Carlos (1)			SÃO CARLOS (3) | São Carlos (1)
74477081	SEGURO	SAO CARLOS	SÃO CARLOS	7	7	0	0	100.0	SÃO CARLOS (7)			SÃO CARLOS (7)
74477083	SEGURO	SAO CARLOS	SÃO CARLOS	4	4	0	0	50.0	SÃO CARLOS (2) | SAO CARLOS (1) | São Carlos (1)			SÃO CARLOS (2) | SAO CARLOS (1) | São Carlos (1)
74477084	SEGURO	SAO CARLOS	SÃO CARLOS	3	3	0	0	66.67	SÃO CARLOS (2) | São Carlos (1)			SÃO CARLOS (2) | São Carlos (1)
74477086	SEGURO	SAO CARLOS	SÃO CARLOS	1	1	0	0	100.0	SÃO CARLOS (1)			SÃO CARLOS (1)
74477087	SEGURO	SAO CARLOS	SÃO CARLOS	3	3	0	0	66.67	SÃO CARLOS (2) | São Carlos (1)			SÃO CARLOS (2) | São Carlos (1)
74477088	BLOQUEADO	SAO CARLOS	SÃO CARLOS	14	13	0	1	50.0	SÃO CARLOS (7) | São Carlos (4) | SAO CARLOS (2)		Jardim Nova Esperança (1) [14.29%]	SÃO CARLOS (7) | São Carlos (4) | SAO CARLOS (2) | Jardim Nova Esperança (1)
74477089	SEGURO	SAO CARLOS	SÃO CARLOS	6	6	0	0	50.0	SÃO CARLOS (3) | São Carlos (3)			SÃO CARLOS (3) | São Carlos (3)
74477091	SEGURO	SAO CARLOS	SÃO CARLOS	4	4	0	0	100.0	SÃO CARLOS (4)			SÃO CARLOS (4)
74477092	SEGURO	SAO CARLOS	São Carlos	1	1	0	0	100.0	São Carlos (1)			São Carlos (1)
74477093	SEGURO	SAO CARLOS	SÃO CARLOS	1	1	0	0	100.0	SÃO CARLOS (1)			SÃO CARLOS (1)
74477094	SEGURO	SAO CARLOS	SÃO CARLOS	3	3	0	0	100.0	SÃO CARLOS (3)			SÃO CARLOS (3)
74477096	SEGURO	SAO CARLOS	SÃO CARLOS	2	2	0	0	100.0	SÃO CARLOS (2)			SÃO CARLOS (2)
74477097	SEGURO	SAO CARLOS	SÃO CARLOS	7	7	0	0	71.43	SÃO CARLOS (5) | SAO CARLOS (2)			SÃO CARLOS (5) | SAO CARLOS (2)
74477098	SEGURO	SAO CARLOS	SÃO CARLOS	4	4	0	0	75.0	SÃO CARLOS (3) | SAO CARLOS (1)			SÃO CARLOS (3) | SAO CARLOS (1)
74477099	SEGURO	SAO CARLOS	SÃO CARLOS	4	4	0	0	75.0	SÃO CARLOS (3) | São Carlos (1)			SÃO CARLOS (3) | São Carlos (1)
74477100	SEGURO	SAO CARLOS	SÃO CARLOS	4	4	0	0	75.0	SÃO CARLOS (3) | São Carlos (1)			SÃO CARLOS (3) | São Carlos (1)
74477101	SEGURO	SAO CARLOS	São Carlos	3	3	0	0	66.67	São Carlos (2) | SÃO CARLOS (1)			São Carlos (2) | SÃO CARLOS (1)
74477103	SEGURO	SAO CARLOS	SÃO CARLOS	2	2	0	0	100.0	SÃO CARLOS (2)			SÃO CARLOS (2)
74477104	SEGURO	SAO CARLOS	SAO CARLOS	1	1	0	0	100.0	SAO CARLOS (1)			SAO CARLOS (1)
74477105	SEGURO	SAO CARLOS	São Carlos	9	9	0	0	66.67	São Carlos (6) | SÃO CARLOS (3)			São Carlos (6) | SÃO CARLOS (3)
74477106	SEGURO	SAO CARLOS	SÃO CARLOS	6	6	0	0	83.33	SÃO CARLOS (5) | SAO CARLOS (1)			SÃO CARLOS (5) | SAO CARLOS (1)
74477107	SEGURO	SAO CARLOS	SÃO CARLOS	11	11	0	0	81.82	SÃO CARLOS (9) | São Carlos (2)			SÃO CARLOS (9) | São Carlos (2)
74477108	SEGURO	SAO CARLOS	SÃO CARLOS	4	4	0	0	75.0	SÃO CARLOS (3) | SAO CARLOS (1)			SÃO CARLOS (3) | SAO CARLOS (1)
74477109	SEGURO	SAO CARLOS	SÃO CARLOS	2	2	0	0	100.0	SÃO CARLOS (2)			SÃO CARLOS (2)
74477110	SEGURO	SAO CARLOS	SÃO CARLOS	4	4	0	0	75.0	SÃO CARLOS (3) | São Carlos (1)			SÃO CARLOS (3) | São Carlos (1)
74477112	SEGURO	SAO CARLOS	SÃO CARLOS	1	1	0	0	100.0	SÃO CARLOS (1)			SÃO CARLOS (1)
74477115	SEGURO	FLORESTA	Floresta	1	1	0	0	100.0	Floresta (1)			Floresta (1)
74477122	SEGURO	FLORESTA	Floresta	2	2	0	0	100.0	Floresta (2)			Floresta (2)
74477147	SEGURO	DA VITORIA	DA VITÓRIA	4	4	0	0	100.0	DA VITÓRIA (4)			DA VITÓRIA (4)
74477186	SEGURO	SAO CARLOS	SÃO CARLOS	3	3	0	0	100.0	SÃO CARLOS (3)			SÃO CARLOS (3)
74477187	SEGURO	SAO CARLOS	SÃO CARLOS	2	2	0	0	100.0	SÃO CARLOS (2)			SÃO CARLOS (2)
74477189	SEGURO	SAO CARLOS	SÃO CARLOS	1	1	0	0	100.0	SÃO CARLOS (1)			SÃO CARLOS (1)
74477190	SEGURO	SAO CARLOS	SÃO CARLOS	11	11	0	0	72.73	SÃO CARLOS (8) | BAIRRO SAO CARLOS (2) | São Carlos (1)			SÃO CARLOS (8) | BAIRRO SAO CARLOS (2) | São Carlos (1)
74477200	SEGURO	VISTA BELA	JARDIM VISTA BELA	2	2	0	0	100.0	JARDIM VISTA BELA (2)			JARDIM VISTA BELA (2)
74477447	SEGURO	LIBERDADE	JARDIM LIBERDADE	1	1	0	0	100.0	JARDIM LIBERDADE (1)			JARDIM LIBERDADE (1)
74477600	SEGURO	FAZENDA SAO DOMINGOS	FAZENDA SÃO DOMINGOS	1	1	0	0	100.0	FAZENDA SÃO DOMINGOS (1)			FAZENDA SÃO DOMINGOS (1)
74477657	SEGURO	DA VITORIA	BAIRRO DA VITORIA	1	1	0	0	100.0	BAIRRO DA VITORIA (1)			BAIRRO DA VITORIA (1)
74477720	SEGURO	CONDOMINIO CAMPO BELO	CONDOMÍNIO CAMPO BELO	1	1	0	0	100.0	CONDOMÍNIO CAMPO BELO (1)			CONDOMÍNIO CAMPO BELO (1)
74478036	SEGURO	NOVO PLANALTO	NOVO PLANALTO	1	1	0	0	100.0	NOVO PLANALTO (1)			NOVO PLANALTO (1)
74478395	SEGURO	NOVO PLANALTO	NOVO PLANALTO	1	1	0	0	100.0	NOVO PLANALTO (1)			NOVO PLANALTO (1)
74478710	SEGURO	MANSOES PARAISO	MANSÕES PARAÍSO	1	1	0	0	100.0	MANSÕES PARAÍSO (1)			MANSÕES PARAÍSO (1)
74480000	BLOQUEADO	CAPUAVA	BAIRRO CAPUAVA	4	1	0	3	25.0	BAIRRO CAPUAVA (1)		COLORADO (1) [25.0%] | JARDIM COLORADO (1) [25.0%] | JARDIM NOVO MUNDO (1) [10.0%]	BAIRRO CAPUAVA (1) | COLORADO (1) | JARDIM COLORADO (1) | JARDIM NOVO MUNDO (1)
74480003	SEGURO	LIBERDADE	JARDIM LIBERDADE	1	1	0	0	100.0	JARDIM LIBERDADE (1)			JARDIM LIBERDADE (1)
74480008	SEGURO	MUTIRAO	VILA MUTIRÃO	1	1	0	0	100.0	VILA MUTIRÃO (1)			VILA MUTIRÃO (1)
74480010	SEGURO	LIBERDADE	JARDIM LIBERDADE	3	3	0	0	100.0	JARDIM LIBERDADE (3)			JARDIM LIBERDADE (3)
74480020	BLOQUEADO	MUTIRAO	VILA MUTIRÃO	3	2	0	1	66.67	VILA MUTIRÃO (2)		JARDIM LIBERDADE (1) [22.22%]	VILA MUTIRÃO (2) | JARDIM LIBERDADE (1)
74480030	REVISAR	LIBERDADE	JARDIM LIBERDADE	41	39	0	2	90.24	JARDIM LIBERDADE (37) | Jardim Liberdade (2)		VILA MUTIRÃO (2) [22.22%]	JARDIM LIBERDADE (37) | Jardim Liberdade (2) | VILA MUTIRÃO (2)
74480040	BLOQUEADO	MUTIRAO	VILA MUTIRÃO	9	6	0	3	66.67	VILA MUTIRÃO (6)		Vila Mutirão I (2) [77.78%] | VILA MUTIRÃO I (1) [77.78%]	VILA MUTIRÃO (6) | Vila Mutirão I (2) | VILA MUTIRÃO I (1)
74480050	SEGURO	NOVO PLANALTO	NOVO PLANALTO	5	5	0	0	60.0	NOVO PLANALTO (3) | SETOR NOVO PLANALTO (2)			NOVO PLANALTO (3) | SETOR NOVO PLANALTO (2)
74480060	BLOQUEADO	NOVO PLANALTO	NOVO PLANALTO	55	52	0	3	58.18	NOVO PLANALTO (32) | SETOR NOVO PLANALTO (15) | Setor Novo Planalto (5)		JARDIM NOVA ESPERANÇA (1) [35.71%] | MANSÕES PARAISO (1) [40.0%] | Vila Mutirão (1) [15.38%]	NOVO PLANALTO (32) | SETOR NOVO PLANALTO (15) | Setor Novo Planalto (5) | JARDIM NOVA ESPERANÇA (1) | MANSÕES PARAISO (1) | Vila Mutirão (1)
74480070	REVISAR	LIBERDADE	JARDIM LIBERDADE	29	24	0	5	79.31	JARDIM LIBERDADE (23) | Jardim Liberdade (1)		NOVO PLANALTO (2) [7.69%] | SETOR NOVO PLANALTO (1) [7.69%] | VILA MUTIRÃO (1) [22.22%] | VILA MUTIRAO (1) [22.22%]	JARDIM LIBERDADE (23) | NOVO PLANALTO (2) | Jardim Liberdade (1) | SETOR NOVO PLANALTO (1) | VILA MUTIRÃO (1) | VILA MUTIRAO (1)
74480080	SEGURO	NOVO PLANALTO	NOVO PLANALTO	1	1	0	0	100.0	NOVO PLANALTO (1)			NOVO PLANALTO (1)
74480098	SEGURO	SAO CARLOS	SÃO CARLOS	1	1	0	0	100.0	SÃO CARLOS (1)			SÃO CARLOS (1)
74480110	BLOQUEADO	MUTIRAO	VILA MUTIRÃO	29	13	0	16	44.83	VILA MUTIRÃO (13)		VILA MUTIRÃO I (8) [77.78%] | JARDIM LIBERDADE (5) [22.22%] | Vila Mutirão I (2) [77.78%] | JARDIM CURITIBA IV (1) [36.36%]	VILA MUTIRÃO (13) | VILA MUTIRÃO I (8) | JARDIM LIBERDADE (5) | Vila Mutirão I (2) | JARDIM CURITIBA IV (1)
74480120	BLOQUEADO	MUTIRAO I	VILA MUTIRÃO I	13	7	0	6	46.15	VILA MUTIRÃO I (6) | Vila Mutirão I (1)		VILA MUTIRÃO (5) [77.78%] | CURITIBA 4 (1) [40.0%]	VILA MUTIRÃO I (6) | VILA MUTIRÃO (5) | CURITIBA 4 (1) | Vila Mutirão I (1)
74480130	SEGURO	NOVO PLANALTO	NOVO PLANALTO	4	4	0	0	75.0	NOVO PLANALTO (3) | SETOR NOVO PLANALTO (1)			NOVO PLANALTO (3) | SETOR NOVO PLANALTO (1)
74480140	BLOQUEADO	MUTIRAO	VILA MUTIRÃO	14	9	0	5	64.29	VILA MUTIRÃO (9)		VILA MUTIRÃO I (3) [77.78%] | JARDIM LIBERDADE (1) [22.22%] | Vila Mutirão I (1) [77.78%]	VILA MUTIRÃO (9) | VILA MUTIRÃO I (3) | JARDIM LIBERDADE (1) | Vila Mutirão I (1)
74480150	BLOQUEADO	MUTIRAO	VILA MUTIRÃO	18	8	0	10	44.44	VILA MUTIRÃO (8)		Vila Mutirão I (7) [77.78%] | VILA MUTIRÃO I (2) [77.78%] | JARDIM LIBERDADE (1) [22.22%]	VILA MUTIRÃO (8) | Vila Mutirão I (7) | VILA MUTIRÃO I (2) | JARDIM LIBERDADE (1)
74480160	BLOQUEADO	MUTIRAO	VILA MUTIRÃO	22	10	0	12	45.45	VILA MUTIRÃO (10)		VILA MUTIRÃO I (8) [77.78%] | Vila Mutirão I (4) [77.78%]	VILA MUTIRÃO (10) | VILA MUTIRÃO I (8) | Vila Mutirão I (4)
74480170	BLOQUEADO	MUTIRAO	VILA MUTIRÃO	20	13	0	7	55.0	VILA MUTIRÃO (11) | VILA MUTIRAO (2)		VILA MUTIRÃO I (4) [77.78%] | Vila Mutirão I (3) [77.78%]	VILA MUTIRÃO (11) | VILA MUTIRÃO I (4) | Vila Mutirão I (3) | VILA MUTIRAO (2)
74480180	BLOQUEADO	MUTIRAO	VILA MUTIRÃO	26	16	0	10	53.85	VILA MUTIRÃO (14) | VILA MUTIRAO (2)		VILA MUTIRÃO I (5) [77.78%] | Vila Mutirão I (4) [77.78%] | VILA MULTIRÃO I (1) [70.0%]	VILA MUTIRÃO (14) | VILA MUTIRÃO I (5) | Vila Mutirão I (4) | VILA MUTIRAO (2) | VILA MULTIRÃO I (1)
74480190	BLOQUEADO	MUTIRAO	VILA MUTIRÃO	5	3	1	1	60.0	VILA MUTIRÃO (3)	VILA MULTIRÃO (1) [87.5%]	Vila Mutirão I (1) [77.78%]	VILA MUTIRÃO (3) | VILA MULTIRÃO (1) | Vila Mutirão I (1)
74480230	BLOQUEADO	MUTIRAO	VILA MUTIRÃO	16	10	0	6	62.5	VILA MUTIRÃO (10)		VILA MUTIRÃO I (3) [77.78%] | Vila Mutirão I (3) [77.78%]	VILA MUTIRÃO (10) | VILA MUTIRÃO I (3) | Vila Mutirão I (3)
74480240	BLOQUEADO	MUTIRAO I	VILA MUTIRÃO I	27	14	0	13	40.74	VILA MUTIRÃO I (11) | Vila Mutirão I (3)		VILA MUTIRÃO (10) [77.78%] | CANDIDA DE MORAIS (1) [23.53%] | NOVO PLANALTO (1) [7.69%] | VILA MUTIRAO (1) [77.78%]	VILA MUTIRÃO I (11) | VILA MUTIRÃO (10) | Vila Mutirão I (3) | CANDIDA DE MORAIS (1) | NOVO PLANALTO (1) | VILA MUTIRAO (1)
74480250	BLOQUEADO	MUTIRAO	VILA MUTIRÃO	27	15	1	11	40.74	VILA MUTIRÃO (11) | VILA MUTIRAO (3) | Vila Mutirão (1)	VILA MULTIRÃO (1) [87.5%]	VILA MUTIRÃO I (6) [77.78%] | Vila Mutirão I (4) [77.78%] | Jardim Liberdade (1) [22.22%]	VILA MUTIRÃO (11) | VILA MUTIRÃO I (6) | Vila Mutirão I (4) | VILA MUTIRAO (3) | Jardim Liberdade (1) | VILA MULTIRÃO (1) | Vila Mutirão (1)
74480260	BLOQUEADO	MUTIRAO	VILA MUTIRÃO	29	16	0	13	55.17	VILA MUTIRÃO (16)		VILA MUTIRÃO I (9) [77.78%] | Vila Mutirão I (3) [77.78%] | RESIDENCIAL GREEN PARK (1) [13.64%]	VILA MUTIRÃO (16) | VILA MUTIRÃO I (9) | Vila Mutirão I (3) | RESIDENCIAL GREEN PARK (1)
74480270	BLOQUEADO	MUTIRAO	VILA MUTIRÃO	20	10	0	10	40.0	VILA MUTIRÃO (8) | Vila Mutirão (2)		VILA MUTIRÃO I (6) [77.78%] | Vila Mutirão I (3) [77.78%] | JARDIM LIBERDADE (1) [22.22%]	VILA MUTIRÃO (8) | VILA MUTIRÃO I (6) | Vila Mutirão I (3) | Vila Mutirão (2) | JARDIM LIBERDADE (1)
74480280	BLOQUEADO	MUTIRAO	VILA MUTIRÃO	20	9	0	11	45.0	VILA MUTIRÃO (9)		VILA MUTIRÃO I (6) [77.78%] | Vila Mutirão I (4) [77.78%] | NOVO PLANALTO (1) [15.38%]	VILA MUTIRÃO (9) | VILA MUTIRÃO I (6) | Vila Mutirão I (4) | NOVO PLANALTO (1)
74480282	REVISAR	MUTIRAO	VILA MUTIRÃO	8	6	0	2	75.0	VILA MUTIRÃO (6)		VILA MUTIRÃO I (2) [77.78%]	VILA MUTIRÃO (6) | VILA MUTIRÃO I (2)
74480290	BLOQUEADO	MUTIRAO	VILA MUTIRÃO	5	3	0	2	40.0	VILA MUTIRÃO (2) | Vila Mutirão (1)		SETOR PERIM (1) [14.29%] | Vila Mutirão I (1) [77.78%]	VILA MUTIRÃO (2) | SETOR PERIM (1) | Vila Mutirão (1) | Vila Mutirão I (1)
74480300	BLOQUEADO	MUTIRAO I	VILA MUTIRÃO I	15	9	1	5	40.0	VILA MUTIRÃO I (6) | Vila Mutirão I (3)	VILA MUTIRAO 1 (1) [88.89%]	VILA MUTIRÃO (4) [77.78%] | VILA MULTIRÃO (1) [66.67%]	VILA MUTIRÃO I (6) | VILA MUTIRÃO (4) | Vila Mutirão I (3) | VILA MULTIRÃO (1) | VILA MUTIRAO 1 (1)
74480310	BLOQUEADO	MUTIRAO I	VILA MUTIRÃO I	7	4	0	3	42.86	VILA MUTIRÃO I (3) | Vila Mutirão I (1)		JARDIM LIBERDADE (1) [11.11%] | NOVO PLANALTO (1) [7.69%] | VILA MUTIRÃO (1) [77.78%]	VILA MUTIRÃO I (3) | JARDIM LIBERDADE (1) | NOVO PLANALTO (1) | VILA MUTIRÃO (1) | Vila Mutirão I (1)
74480320	BLOQUEADO	LIBERDADE	JARDIM LIBERDADE	9	4	0	5	44.44	JARDIM LIBERDADE (4)		VILA MUTIRÃO (4) [22.22%] | VILA MUTIRÃO I (1) [11.11%]	JARDIM LIBERDADE (4) | VILA MUTIRÃO (4) | VILA MUTIRÃO I (1)
74480330	BLOQUEADO	NOVO PLANALTO	NOVO PLANALTO	45	44	0	1	64.44	NOVO PLANALTO (29) | SETOR NOVO PLANALTO (13) | Setor Novo Planalto (2)		JARDIM COLORADO (1) [30.77%]	NOVO PLANALTO (29) | SETOR NOVO PLANALTO (13) | Setor Novo Planalto (2) | JARDIM COLORADO (1)
74480335	SEGURO	NOVO PLANALTO	NOVO PLANALTO	24	24	0	0	54.17	NOVO PLANALTO (13) | SETOR NOVO PLANALTO (10) | Setor Novo Planalto (1)			NOVO PLANALTO (13) | SETOR NOVO PLANALTO (10) | Setor Novo Planalto (1)
74480340	BLOQUEADO	NOVO PLANALTO	NOVO PLANALTO	41	40	0	1	56.1	NOVO PLANALTO (23) | SETOR NOVO PLANALTO (9) | Setor Novo Planalto (8)		JARDIM COLORADO (1) [30.77%]	NOVO PLANALTO (23) | SETOR NOVO PLANALTO (9) | Setor Novo Planalto (8) | JARDIM COLORADO (1)
74480350	BLOQUEADO	NOVO PLANALTO	NOVO PLANALTO	52	50	0	2	55.77	NOVO PLANALTO (29) | SETOR NOVO PLANALTO (16) | Setor Novo Planalto (5)		CANDIDA DE MORAES (1) [11.76%] | JARDIM COLORADO (1) [30.77%]	NOVO PLANALTO (29) | SETOR NOVO PLANALTO (16) | Setor Novo Planalto (5) | CANDIDA DE MORAES (1) | JARDIM COLORADO (1)
74480355	BLOQUEADO	NOVO PLANALTO	NOVO PLANALTO	47	46	0	1	57.45	NOVO PLANALTO (27) | SETOR NOVO PLANALTO (14) | Setor Novo Planalto (4) | Novo Planalto (1)		JARDIM VISTA BELA (1) [15.38%]	NOVO PLANALTO (27) | SETOR NOVO PLANALTO (14) | Setor Novo Planalto (4) | JARDIM VISTA BELA (1) | Novo Planalto (1)
74480358	SEGURO	NOVO PLANALTO	NOVO PLANALTO	1	1	0	0	100.0	NOVO PLANALTO (1)			NOVO PLANALTO (1)
