CEP	BAIRRO_PADRAO_CANDIDATO	CLIENTES	SITUACAO	VARIACOES_OU_FAMILIAS
74464149	JARDIM NOVO PETROPOLIS	2	AUTO	Jardim Novo Petrópolis (2)
74464150	RESIDENCIAL 14 BIS EXTENSAO	2	AUTO	RESIDENCIAL 14 BIS EXTENSÃO (2)
74464155	RESIDENCIAL 14 BIS EXTENSAO	4	REVISAR	RESIDENCIAL 14 BIS EXTENSAO (3) | RESIDENCIAL 14 BIS (1)
74464165	RESIDENCIAL 14 BIS EXTENSAO	1	AUTO	RESIDENCIAL 14 BIS EXTENSÃO (1)
74464534	MARABA	1	AUTO	SETOR MARABÁ (1)
74465010	JARDIM NOVA ESPERANCA	33	REVISAR	JARDIM NOVA ESPERANCA (32) | JARDIM NOVA ESPERANCAA (1)
74465020	JARDIM NOVA ESPERANCA	36	AUTO	JARDIM NOVA ESPERANÇA (36)
74465025	JARDIM NOVA ESPERANCA	15	REVISAR	JARDIM NOVA ESPERANCA (13) | CANDIDA DE MORAIS (1) | CANDIDA DE MORAES (1)
74465030	JARDIM NOVA ESPERANCA	4	AUTO	JARDIM NOVA ESPERANÇA (4)
74465040	JARDIM NOVA ESPERANCA	6	AUTO	JARDIM NOVA ESPERANÇA (6)
74465050	JARDIM NOVA ESPERANCA	46	REVISAR	JARDIM NOVA ESPERANCA (45) | NOVA ESPERANCA (1)
74465060	JARDIM NOVA ESPERANCA	3	AUTO	JARDIM NOVA ESPERANÇA (3)
74465070	JARDIM NOVA ESPERANCA	45	AUTO	JARDIM NOVA ESPERANÇA (45)
74465080	PARQUE TREMENDAO	2	REVISAR	PARQUE TREMENDAO (1) | JARDIM NOVA ESPERANCA (1)
74465090	JARDIM NOVA ESPERANCA	4	REVISAR	JARDIM NOVA ESPERANCA (3) | PARQUE DAS FLORES (1)
74465100	JARDIM NOVA ESPERANCA	81	REVISAR	JARDIM NOVA ESPERANCA (79) | NOVA ESPERANCA (1) | JARDIM GRAMADO (1)
74465110	JARDIM NOVA ESPERANCA	1	AUTO	JARDIM NOVA ESPERANÇA (1)
74465120	JARDIM NOVA ESPERANCA	47	AUTO	JARDIM NOVA ESPERANÇA (47)
74465140	JARDIM NOVA ESPERANCA	130	REVISAR	JARDIM NOVA ESPERANCA (83) | JARDIM COLORADO (13) | JARDIM DAS HORTENCIAS (8) | NOVO PLANALTO (5) | MARABA (4) | CANDIDA DE MORAES (3) | JARDIM LIBERDADE (2) | MANSOES PARAISO (2) | NOROESTE (2) | NOVA ESPERANCA (2) | ALBINO BOAVENTURA (1) | VILA FINSOCIAL (1) | JARDIM HELLOU (1) | RESIDENCIAL MANSOES PARAISO (1) | PARQUE TREMENDAO (1) | MORADA DO SOL (1)
74465150	JARDIM NOVA ESPERANCA	34	AUTO	JARDIM NOVA ESPERANÇA (34)
74465160	JARDIM NOVA ESPERANCA	48	AUTO	JARDIM NOVA ESPERANÇA (48)
74465170	JARDIM NOVA ESPERANCA	17	AUTO	JARDIM NOVA ESPERANÇA (17)
74465180	JARDIM NOVA ESPERANCA	2	AUTO	JARDIM NOVA ESPERANÇA (2)
74465190	JARDIM NOVA ESPERANCA	57	REVISAR	JARDIM NOVA ESPERANCA (56) | NOVA ESPERANCA (1)
74465200	JARDIM NOVA ESPERANCA	21	AUTO	JARDIM NOVA ESPERANÇA (21)
74465210	JARDIM NOVA ESPERANCA	52	AUTO	JARDIM NOVA ESPERANÇA (52)
74465215	JARDIM NOVA ESPERANCA	18	REVISAR	JARDIM NOVA ESPERANCA (17) | PARQUE TREMENDAO (1)
74465220	JARDIM NOVA ESPERANCA	4	AUTO	JARDIM NOVA ESPERANCA (4)
74465230	JARDIM NOVA ESPERANCA	3	AUTO	JARDIM NOVA ESPERANÇA (3)
74465240	JARDIM NOVA ESPERANCA	2	AUTO	JARDIM NOVA ESPERANÇA (2)
74465250	JARDIM NOVA ESPERANCA	13	AUTO	JARDIM NOVA ESPERANÇA (13)
74465260	JARDIM NOVA ESPERANCA	7	AUTO	JARDIM NOVA ESPERANÇA (7)
74465270	JARDIM NOVA ESPERANCA	59	AUTO	JARDIM NOVA ESPERANÇA (59)
74465280	JARDIM NOVA ESPERANCA	60	REVISAR	JARDIM NOVA ESPERANCA (57) | SANTOS DUMONT (1) | CANDIDA DE MORAES (1) | NOVA ESPERANCA (1)
74465290	JARDIM NOVA ESPERANCA	62	AUTO	JARDIM NOVA ESPERANÇA (62)
74465299	JARDIM NOVA ESPERANCA	1	AUTO	JARDIM NOVA ESPERANÇA (1)
74465300	JARDIM NOVA ESPERANCA	10	AUTO	JARDIM NOVA ESPERANÇA (10)
74465310	JARDIM NOVA ESPERANCA	24	REVISAR	JARDIM NOVA ESPERANCA (21) | JARDIM NOVO MUNDO (2) | BARRA DA TIJUCA (1)
74465320	JARDIM NOVA ESPERANCA	3	AUTO	JARDIM NOVA ESPERANÇA (3)
74465330	JARDIM NOVA ESPERANCA	1	AUTO	JARDIM NOVA ESPERANÇA (1)
74465340	JARDIM NOVA ESPERANCA	14	AUTO	JARDIM NOVA ESPERANÇA (14)
74465350	JARDIM NOVA ESPERANCA	34	AUTO	JARDIM NOVA ESPERANÇA (34)
74465360	JARDIM NOVA ESPERANCA	6	REVISAR	JARDIM NOVA ESPERANCA (5) | NOVA ESPERANCA (1)
74465370	JARDIM NOVA ESPERANCA	20	AUTO	JARDIM NOVA ESPERANÇA (20)
74465380	JARDIM NOVA ESPERANCA	8	AUTO	JARDIM NOVA ESPERANÇA (8)
74465390	JARDIM NOVA ESPERANCA	46	REVISAR	JARDIM NOVA ESPERANCA (44) | NOVA ESPERANCA (2)
74465400	JARDIM NOVA ESPERANCA	4	AUTO	JARDIM NOVA ESPERANÇA (4)
74465410	JARDIM NOVA ESPERANCA	3	AUTO	JARDIM NOVA ESPERANÇA (3)
74465420	JARDIM NOVA ESPERANCA	60	AUTO	JARDIM NOVA ESPERANÇA (60)
74465440	JARDIM NOVA ESPERANCA	48	AUTO	JARDIM NOVA ESPERANÇA (48)
74465445	JARDIM NOVA ESPERANCA	306	REVISAR	JARDIM NOVA ESPERANCA (279) | CANDIDA DE MORAES (26) | JARDIM COLORADO (1)
74465450	JARDIM NOVA ESPERANCA	7	AUTO	JARDIM NOVA ESPERANÇA (7)
74465460	JARDIM NOVA ESPERANCA	23	VARIACAO	JARDIM NOVA ESPERANÇA (22) | JARDIM NOVA  ESPERANÇA (1)
74465470	JARDIM NOVA ESPERANCA	1	AUTO	JARDIM NOVA ESPERANÇA (1)
74465490	JARDIM NOVA ESPERANCA	14	AUTO	JARDIM NOVA ESPERANÇA (14)
74465500	SANTOS DUMONT	1	AUTO	SANTOS DUMONT (1)
74465510	JARDIM NOVA ESPERANCA	3	AUTO	JARDIM NOVA ESPERANÇA (3)
74465520	JARDIM NOVA ESPERANCA	7	AUTO	JARDIM NOVA ESPERANÇA (7)
74465521	MARABA	7	AUTO	SETOR MARABÁ (7)
74465523	MARABA	2	AUTO	SETOR MARABÁ (2)
74465524	MARABA	19	REVISAR	MARABA (17) | NOROESTE (2)
74465526	MARABA	1	AUTO	SETOR MARABÁ (1)
74465527	MARABA	6	REVISAR	MARABA (5) | RESIDENCIAL SAO MARCOS (1)
74465528	MARABA	2	AUTO	SETOR MARABA (2)
74465529	MARABA	1	AUTO	SETOR MARABÁ (1)
74465530	MARABA	2	AUTO	SETOR MARABÁ (2)
74465531	MARABA	6	AUTO	SETOR MARABÁ (6)
74465532	MARABA	5	AUTO	SETOR MARABÁ (5)
74465534	MARABA	2	AUTO	SETOR MARABÁ (2)
74465535	MARABA	3	AUTO	SETOR MARABÁ (3)
74465536	MARABA	1	AUTO	SETOR MARABÁ (1)
74465537	MARABA	6	AUTO	SETOR MARABÁ (6)
74465538	MARABA	1	AUTO	Setor Marabá (1)
74465539	MARABA	1	AUTO	SETOR MARABÁ (1)
74465541	NOROESTE	14	AUTO	SETOR NOROESTE (14)
74465543	NOROESTE	10	AUTO	SETOR NOROESTE (10)
74465544	NOROESTE	11	AUTO	SETOR NOROESTE (11)
74465547	NOROESTE	1	AUTO	SETOR NOROESTE (1)
74465549	NOROESTE	1	AUTO	SETOR NOROESTE (1)
74465550	NOROESTE	6	AUTO	SETOR NOROESTE (6)
74465553	MARABA	2	REVISAR	MARABA (1) | NOROESTE (1)
74465600	JARDIM LIBERDADE	1	AUTO	JARDIM LIBERDADE (1)
74465604	MARABA EXTENSAO	1	AUTO	Setor Marabá Extensão (1)
74465640	JARDIM LIBERDADE	1	AUTO	JARDIM LIBERDADE (1)
74465970	JARDIM NOVA ESPERANCA	2	AUTO	JARDIM NOVA ESPERANÇA (2)
74466770	SANTOS DUMONT	1	AUTO	SANTOS DUMONT (1)
74468830	SANTOS DUMONT	1	AUTO	SANTOS DUMONT (1)
74470010	CHACARAS MANSOES ROSAS DE OURO	11	AUTO	CHÁCARAS MANSÕES ROSAS DE OURO (11)
74470015	FAZENDA CAVEIRA	5	REVISAR	FAZENDA CAVEIRA (2) | CHACARAS MANSOES ROSAS DE OURO (2) | RESIDENCIAL ANGLO (1)
74470019	DA VITORIA	1	AUTO	BAIRRO DA VITÓRIA (1)
74470025	JARDIM COLORADO	1	AUTO	JARDIM COLORADO (1)
74470060	CHACARAS MANSOES ROSAS DE OURO	10	AUTO	CHÁCARAS MANSÕES ROSAS DE OURO (10)
74470065	RECREIO SAO JOAQUIM	2	REVISAR	RECREIO SAO JOAQUIM (1) | CHACARAS DE RECREIO SAO JOAQUIM (1)
74470071	CHACARAS MANSOES ROSAS DE OURO	3	REVISAR	CHACARAS MANSOES ROSAS DE OURO (2) | MANSOES ROSAS DE OURO (1)
74470230	RECREIO SAO JOAQUIM	1	AUTO	RECREIO SÃO JOAQUIM (1)
74470245	SAO JOSE	1	AUTO	SETOR SÃO JOSÉ (1)
74470275	CHACARAS DE RECREIO SAO JOAQUIM	3	REVISAR	CHACARAS DE RECREIO SAO JOAQUIM (1) | SANTOS DUMONT (1) | RECREIO SAO JOAQUIM (1)
74470290	CHACARAS MANSOES ROSAS DE OURO	1	AUTO	CHACARAS MANSOES ROSAS DE OURO (1)
74470300	CHACARAS DE RECREIO SAO JOAQUIM	1	AUTO	CHÁCARAS DE RECREIO SÃO JOAQUIM (1)
74470312	SANTOS DUMONT	1	AUTO	SANTOS DUMONT (1)
74470360	CHACARAS MANSOES ROSAS DE OURO	1	AUTO	CHACARAS MANSOES ROSAS DE OURO (1)
74470390	NOVO PLANALTO	1	AUTO	NOVO PLANALTO (1)
74470440	FAZENDA CAVEIRA	1	AUTO	FAZENDA CAVEIRA (1)
74470700	RESIDENCIAL JARDIM HELOU	10	REVISAR	RESIDENCIAL JARDIM HELOU (7) | JARDIM HELLOU (3)
74470705	JARDIM HELLOU	23	REVISAR	JARDIM HELLOU (13) | RESIDENCIAL JARDIM HELOU (7) | JARDIM VISTA BELA (2) | JARDIM NOVA ESPERANCA (1)
74470710	JARDIM HELLOU	17	REVISAR	JARDIM HELLOU (10) | RESIDENCIAL JARDIM HELOU (2) | JARDIM DAS HORTENCIAS (1) | JARDIM HELOU (1) | JARDIM VISTA BELA (1) | CHACARAS MANSOES ROSAS DE OURO (1) | JARDIM CAMARGO (1)
74470720	JARDIM HELLOU	2	AUTO	JARDIM HELLOU (2)
74470730	JARDIM HELLOU	1	AUTO	JARDIM HELLOU (1)
74470740	JARDIM HELLOU	1	AUTO	JARDIM HELLOU (1)
74470750	RESIDENCIAL JARDIM HELOU	3	REVISAR	RESIDENCIAL JARDIM HELOU (2) | JARDIM HELLOU (1)
74470760	JARDIM COLORADO	3	REVISAR	JARDIM COLORADO (1) | JARDIM HELLOU (1) | RESIDENCIAL JARDIM HELOU (1)
74470820	RESIDENCIAL JARDIM CAMARGO	1	AUTO	RESIDENCIAL JARDIM CAMARGO (1)
74470825	JARDIM CAMARGO	11	REVISAR	JARDIM CAMARGO (7) | RESIDENCIAL JARDIM CAMARGO (3) | JARDIM COLORADO (1)
74470828	RESIDENCIAL JARDIM CAMARGO	1	AUTO	RESIDENCIAL JARDIM CAMARGO (1)
74470850	JARDIM CAMARGO	17	REVISAR	JARDIM CAMARGO (11) | RESIDENCIAL JARDIM CAMARGO (6)
74470855	JARDIM CAMARGO	5	REVISAR	JARDIM CAMARGO (2) | JARDIM HELLOU (2) | RESIDENCIAL JARDIM CAMARGO (1)
74471110	RESIDENCIAL LONDON PARK	1	AUTO	RESIDENCIAL LONDON PARK (1)
74472041	JARDIM COLORADO	1	AUTO	JARDIM COLORADO (1)
74473170	VILA FINSOCIAL	1	AUTO	VILA FINSOCIAL (1)
74473175	CANDIDA DE MORAES	2	AUTO	CANDIDA DE MORAES (2)
74473210	VILA FINSOCIAL	1	AUTO	VILA FINSOCIAL (1)
74473320	VILA FINSOCIAL	1	AUTO	VILA FINSOCIAL (1)
74473370	VILA FINSOCIAL	1	AUTO	VILA FINSOCIAL (1)
74473401	HUGO DE MORAES	1	AUTO	HUGO DE MORAES (1)
74473490	VILA FINSOCIAL	1	AUTO	VILA FINSOCIAL (1)
74473510	VILA FINSOCIAL	7	AUTO	VILA FINSOCIAL (7)
74473516	VILA FINSOCIAL	2	AUTO	VILA FINSOCIAL (2)
74473525	FINSOCIAL	1	AUTO	FINSOCIAL (1)
74473530	VILA FINSOCIAL	4	REVISAR	VILA FINSOCIAL (3) | FINSOCIAL (1)
74473545	VILA FINSOCIAL	1	AUTO	VILA FINSOCIAL (1)
74473550	VILA FINSOCIAL	3	AUTO	VILA FINSOCIAL (3)
74473560	VILA FINSOCIAL	6	AUTO	VILA FINSOCIAL (6)
74473565	VILA FINSOCIAL	2	AUTO	VILA FINSOCIAL (2)
74473570	VILA FINSOCIAL	7	AUTO	VILA FINSOCIAL (7)
74473590	VILA FINSOCIAL	13	AUTO	VILA FINSOCIAL (13)
74473630	VILA FINSOCIAL	3	AUTO	VILA FINSOCIAL (3)
74473650	VILA FINSOCIAL	6	AUTO	VILA FINSOCIAL (6)
74473690	VILA FINSOCIAL	1	AUTO	VILA FINSOCIAL (1)
74473710	VILA FINSOCIAL	1	AUTO	VILA FINSOCIAL (1)
74473720	VILA FINSOCIAL	1	AUTO	VILA FINSOCIAL (1)
74473730	VILA FINSOCIAL	7	AUTO	VILA FINSOCIAL (7)
74473735	VILA FINSOCIAL	3	AUTO	VILA FINSOCIAL (3)
74473740	VILA FINSOCIAL	3	AUTO	VILA FINSOCIAL (3)
74473750	VILA FINSOCIAL	5	AUTO	VILA FINSOCIAL (5)
74473760	VILA FINSOCIAL	6	AUTO	VILA FINSOCIAL (6)
74473770	VILA FINSOCIAL	1	AUTO	VILA FINSOCIAL (1)
74473780	VILA FINSOCIAL	4	AUTO	VILA FINSOCIAL (4)
74473782	VILA FINSOCIAL	3	REVISAR	VILA FINSOCIAL (2) | FINSOCIAL (1)
74473784	VILA FINSOCIAL	1	AUTO	VILA FINSOCIAL (1)
74473786	VILA FINSOCIAL	1	AUTO	VILA FINSOCIAL (1)
74473788	VILA FINSOCIAL	5	AUTO	VILA FINSOCIAL (5)
74473790	VILA FINSOCIAL	3	AUTO	VILA FINSOCIAL (3)
74473792	VILA FINSOCIAL	6	REVISAR	VILA FINSOCIAL (5) | FINSOCIAL (1)
74473793	VILA FINSOCIAL	1	AUTO	VILA FINSOCIAL (1)
74473796	MORADA DO SOL	1	AUTO	Setor Morada do Sol (1)
74473806	MORADA DO SOL	1	AUTO	SETOR MORADA DO SOL (1)
74473830	MORADA DO SOL	2	VARIACAO	MORADA DO SOL (1) | SETOR MORADA DO SOL (1)
74473831	RESIDENCIAL MARINGA	4	AUTO	RESIDENCIAL MARINGÁ (4)
74473832	RESIDENCIAL MARINGA	4	AUTO	RESIDENCIAL MARINGÁ (4)
74473833	RESIDENCIAL MARINGA	1	AUTO	RESIDENCIAL MARINGÁ (1)
74473834	RESIDENCIAL MARINGA	11	AUTO	RESIDENCIAL MARINGÁ (11)
74473835	RESIDENCIAL MARINGA	32	AUTO	RESIDENCIAL MARINGÁ (32)
74473836	RESIDENCIAL MARINGA	16	AUTO	RESIDENCIAL MARINGÁ (16)
74473838	RESIDENCIAL MARINGA	12	REVISAR	RESIDENCIAL MARINGA (10) | JARDIM COLORADO (2)
74473839	JARDIM DAS HORTENCIAS	1	AUTO	JARDIM DAS HORTENCIAS (1)
74474000	JARDIM COLORADO	6	REVISAR	JARDIM COLORADO (5) | PARQUE TREMENDAO (1)
74474001	JARDIM COLORADO	20	REVISAR	JARDIM COLORADO (18) | JARDIM DAS HORTENCIAS (1) | JARDIM VISTA BELA (1)
74474003	JARDIM COLORADO	15	REVISAR	JARDIM COLORADO (14) | JARDIM HELLOU (1)
74474004	JARDIM COLORADO	4	AUTO	JARDIM COLORADO (4)
74474006	JARDIM COLORADO	85	REVISAR	JARDIM COLORADO (83) | JARDIM COLORADO QD 12 LT 11 (1) | SAO CARLOS (1)
74474008	JARDIM COLORADO	7	REVISAR	JARDIM COLORADO (5) | JARDIM VISTA BELA (1) | PARQUE TREMENDAO (1)
74474009	JARDIM COLORADO	60	REVISAR	JARDIM COLORADO (59) | JARDIM DAS HORTENCIAS (1)
74474010	JARDIM COLORADO	12	REVISAR	JARDIM COLORADO (8) | JARDIM DAS HORTENCIAS (4)
74474011	JARDIM COLORADO	59	REVISAR	JARDIM COLORADO (57) | JARDIM DAS HORTENCIAS (1) | RESIDENCIAL JARDIM COLORADO (1)
74474012	JARDIM COLORADO	5	AUTO	JARDIM COLORADO (5)
74474014	JARDIM COLORADO	34	AUTO	JARDIM COLORADO (34)
74474015	JARDIM COLORADO	10	REVISAR	JARDIM COLORADO (9) | MANSOES PARAISO (1)
74474016	JARDIM COLORADO	16	AUTO	JARDIM COLORADO (16)
74474017	JARDIM COLORADO	14	REVISAR	JARDIM COLORADO (13) | NOVO PLANALTO (1)
74474018	JARDIM COLORADO	33	REVISAR	JARDIM COLORADO (32) | JARDIM COLORADO 1 (1)
74474020	JARDIM COLORADO	11	AUTO	JARDIM COLORADO (11)
74474021	JARDIM COLORADO	31	AUTO	JARDIM COLORADO (31)
74474022	JARDIM COLORADO	9	REVISAR	JARDIM COLORADO (8) | JARDIM VISTA BELA (1)
74474023	JARDIM COLORADO	33	REVISAR	JARDIM COLORADO (32) | PARQUE TREMENDAO (1)
74474024	JARDIM COLORADO	11	REVISAR	JARDIM COLORADO (6) | JARDIM HELLOU (2) | JARDIM VISTA BELA (2) | JARDIM CAMARGO (1)
74474026	JARDIM COLORADO	26	AUTO	JARDIM COLORADO (26)
74474027	JARDIM COLORADO	6	AUTO	JARDIM COLORADO (6)
74474028	JARDIM COLORADO	5	AUTO	JARDIM COLORADO (5)
74474029	JARDIM COLORADO	5	AUTO	JARDIM COLORADO (5)
74474030	VISTA BELA	3	REVISAR	VISTA BELA (2) | JARDIM VISTA BELA (1)
74474031	JARDIM COLORADO	6	REVISAR	JARDIM COLORADO (5) | RESIDENCIAL FORTALEZA (1)
74474032	JARDIM COLORADO	4	AUTO	JARDIM COLORADO (4)
74474033	JARDIM COLORADO	8	AUTO	JARDIM COLORADO (8)
74474034	JARDIM COLORADO	7	AUTO	JARDIM COLORADO (7)
74474038	JARDIM COLORADO	4	REVISAR	JARDIM COLORADO (2) | JARDIM DAS HORTENCIAS (2)
74474039	JARDIM COLORADO	3	AUTO	JARDIM COLORADO (3)
74474040	JARDIM COLORADO	3	REVISAR	JARDIM COLORADO (2) | JARDIM DAS HORTENCIAS (1)
74474041	JARDIM COLORADO	9	REVISAR	JARDIM COLORADO (8) | NOVO PLANALTO (1)
74474044	JARDIM COLORADO	2	AUTO	JARDIM COLORADO (2)
74474045	JARDIM COLORADO	3	AUTO	JARDIM COLORADO (3)
74474046	JARDIM COLORADO	2	AUTO	JARDIM COLORADO (2)
74474047	JARDIM COLORADO	52	REVISAR	JARDIM COLORADO (51) | VILA MUTIRAO (1)
74474048	JARDIM COLORADO	45	REVISAR	JARDIM COLORADO (43) | JARDIM DAS HORTENCIAS (1) | JARDIM VISTA BELA (1)
74474049	JARDIM COLORADO	18	AUTO	JARDIM COLORADO (18)
74474080	JARDIM COLORADO	1	AUTO	JARDIM COLORADO (1)
74474100	JARDIM DAS HORTENCIAS	26	AUTO	JARDIM DAS HORTENCIAS (26)
74474101	JARDIM DAS HORTENCIAS	62	VARIACAO	JARDIM DAS HORTÊNCIAS (58) | JARDIM DAS HORTENSIAS (3) | JARDIM  DAS HORTENCIA (1)
74474102	JARDIM DAS HORTENCIAS	33	AUTO	JARDIM DAS HORTENCIAS (33)
74474103	JARDIM DAS HORTENCIAS	34	REVISAR	JARDIM DAS HORTENCIAS (33) | PARQUE TREMENDAO (1)
74474104	JARDIM DAS HORTENCIAS	17	AUTO	JARDIM DAS HORTÊNCIAS (17)
74474105	JARDIM DAS HORTENCIAS	29	AUTO	JARDIM DAS HORTENCIAS (29)
74474106	JARDIM DAS HORTENCIAS	7	AUTO	JARDIM DAS HORTÊNCIAS (7)
74474107	JARDIM DAS HORTENCIAS	1	AUTO	JARDIM DAS HORTENCIAS (1)
74474108	JARDIM DAS HORTENCIAS	3	REVISAR	JARDIM DAS HORTENCIAS (2) | JARDIM COLORADO (1)
74474109	JARDIM DAS HORTENCIAS	1	AUTO	JARDIM DAS HORTENCIAS (1)
74474110	JARDIM DAS HORTENCIAS	4	REVISAR	JARDIM DAS HORTENCIAS (3) | JARDIM CURITIBA IV (1)
74474113	JARDIM DAS HORTENCIAS	2	AUTO	JARDIM DAS HORTENCIAS (2)
74474114	JARDIM DAS HORTENCIAS	3	REVISAR	JARDIM DAS HORTENCIAS (2) | JARDIM VISTA BELA (1)
74474115	JARDIM DAS HORTENCIAS	10	REVISAR	JARDIM DAS HORTENCIAS (9) | RESIDENCIAL MARINGA (1)
74474116	JARDIM DAS HORTENCIAS	24	VARIACAO	JARDIM DAS HORTENCIAS (23) | JARDIM DAS HORTENCIA (1)
74474117	JARDIM DAS HORTENCIAS	8	AUTO	JARDIM DAS HORTENCIAS (8)
74474118	JARDIM DAS HORTENCIAS	10	AUTO	JARDIM DAS HORTÊNCIAS (10)
74474119	JARDIM COLORADO	2	REVISAR	JARDIM COLORADO (1) | JARDIM DAS HORTENCIAS (1)
74474120	JARDIM DAS HORTENCIAS	2	VARIACAO	JARDIM DAS HORTENCIAS (1) | JARDIM DAS HORTENSIAS (1)
74474121	JARDIM DAS HORTENCIAS	14	AUTO	JARDIM DAS HORTENCIAS (14)
74474122	JARDIM DAS HORTENCIAS	8	AUTO	JARDIM DAS HORTENCIAS (8)
74474123	JARDIM DAS HORTENCIAS	17	REVISAR	JARDIM DAS HORTENCIAS (16) | JARDIM COLORADO (1)
74474125	JARDIM DAS HORTENCIAS	8	AUTO	JARDIM DAS HORTENCIAS (8)
74474126	JARDIM DAS HORTENCIAS	2	AUTO	JARDIM DAS HORTÊNCIAS (2)
74474127	JARDIM DAS HORTENCIAS	11	VARIACAO	JARDIM DAS HORTENCIAS (10) | JARDIM DAS HORTÊNSIAS (1)
74474128	JARDIM DAS HORTENCIAS	22	AUTO	JARDIM DAS HORTENCIAS (22)
74474129	JARDIM DAS HORTENCIAS	12	REVISAR	JARDIM DAS HORTENCIAS (11) | JARDIM COLORADO (1)
74474130	JARDIM DAS HORTENCIAS	10	AUTO	JARDIM DAS HORTENCIAS (10)
74474131	JARDIM DAS HORTENCIAS	9	VARIACAO	JARDIM DAS HORTENCIAS (8) | JARDIM DAS HORTENCIA (1)
74474133	JARDIM DAS HORTENCIAS	6	AUTO	JARDIM DAS HORTENCIAS (6)
74474134	JARDIM DAS HORTENCIAS	3	AUTO	JARDIM DAS HORTÊNCIAS (3)
74474136	JARDIM DAS HORTENCIAS	12	REVISAR	JARDIM DAS HORTENCIAS (11) | PARQUE TREMENDAO (1)
74474137	JARDIM DAS HORTENCIAS	7	REVISAR	JARDIM DAS HORTENCIAS (6) | JARDIN DAS HORTENCIAS (1)
74474138	JARDIM DAS HORTENCIAS	5	AUTO	JARDIM DAS HORTÊNCIAS (5)
74474139	JARDIM DAS HORTENCIAS	4	AUTO	JARDIM DAS HORTÊNCIAS (4)
74474140	JARDIM DAS HORTENCIAS	25	REVISAR	JARDIM DAS HORTENCIAS (16) | JARDIM CURITIBA IV (2) | PARQUE TREMENDAO (2) | PORTAL DAS HORTENCIAS (1) | CANDIDA DE MORAES (1) | RESIDENCIAL GREEN PARK (1) | JARDIM COLORADO (1) | NOVO PLANALTO (1)
74474141	JARDIM DAS HORTENCIAS	3	AUTO	JARDIM DAS HORTÊNCIAS (3)
74474142	JARDIM DAS HORTENCIAS	16	VARIACAO	JARDIM DAS HORTENCIAS (15) | JARDIM DAS HORTENCIA (1)
74474143	JARDIM DAS HORTENCIAS	1	AUTO	JARDIM DAS HORTÊNCIAS (1)
74474144	JARDIM DAS HORTENCIAS	8	AUTO	JARDIM DAS HORTENCIAS (8)
74474145	JARDIM DAS HORTENCIAS	2	AUTO	JARDIM DAS HORTÊNCIAS (2)
74474146	JARDIM DAS HORTENCIAS	3	AUTO	JARDIM DAS HORTENCIAS (3)
74474148	JARDIM DAS HORTENCIAS	1	AUTO	JARDIM DAS HORTÊNCIAS (1)
74474200	JARDIM VISTA BELA	42	REVISAR	JARDIM VISTA BELA (37) | JARDIM COLORADO (5)
74474201	JARDIM VISTA BELA	8	AUTO	JARDIM VISTA BELA (8)
74474202	JARDIM VISTA BELA	17	AUTO	JARDIM VISTA BELA (17)
74474203	JARDIM VISTA BELA	60	REVISAR	JARDIM VISTA BELA (54) | PARQUE TREMENDAO (1) | JARDIM LIBERDADE (1) | NOVO PLANALTO (1) | VISTA BELA (1) | JARDIM DAS HORTENCIAS (1) | MANSOES PARAISO (1)
74474204	JARDIM VISTA BELA	10	REVISAR	JARDIM VISTA BELA (9) | ST MARABA (1)
74474205	JARDIM VISTA BELA	11	AUTO	JARDIM VISTA BELA (11)
74474206	JARDIM VISTA BELA	27	AUTO	JARDIM VISTA BELA (27)
74474208	JARDIM VISTA BELA	9	REVISAR	JARDIM VISTA BELA (8) | JARDIM COLORADO (1)
74474209	JARDIM VISTA BELA	23	AUTO	JARDIM VISTA BELA (23)
74474210	JARDIM VISTA BELA	9	AUTO	JARDIM VISTA BELA (9)
74474211	JARDIM VISTA BELA	11	AUTO	JARDIM VISTA BELA (11)
74474212	JARDIM VISTA BELA	14	REVISAR	JARDIM VISTA BELA (13) | JARDIM COLORADO (1)
74474250	RESIDENCIAL ANGLO	23	REVISAR	RESIDENCIAL ANGLO (22) | JARDIM COLORADO (1)
74474251	RESIDENCIAL ANGLO	5	AUTO	RESIDENCIAL ANGLO (5)
74474252	RESIDENCIAL ANGLO	2	AUTO	RESIDENCIAL ANGLO (2)
74474253	RESIDENCIAL ANGLO	15	AUTO	RESIDENCIAL ANGLO (15)
74474257	JARDIM COLORADO	4	REVISAR	JARDIM COLORADO (1) | RESIDENCIAL ANGLO (1) | RESIDENCIAL JARDIM COLORADO (1) | JARDIM COLORADO SUL (1)
74474258	JARDIM COLORADO	2	REVISAR	JARDIM COLORADO (1) | RESIDENCIAL ANGLO (1)
74474275	JARDIM NOVA ESPERANCA	1	AUTO	JARDIM NOVA ESPERANÇA (1)
74474309	RECANTO DO BOSQUE	1	AUTO	RECANTO DO BOSQUE (1)
74474310	RESIDENCIAL RECANTO DO BOSQUE	1	AUTO	Residencial Recanto do Bosque (1)
74474315	RESIDENCIAL RECANTO DO BOSQUE	1	AUTO	Residencial Recanto do Bosque (1)
74474367	RESIDENCIAL RECANTO DO BOSQUE	1	AUTO	Residencial Recanto do Bosque (1)
74474396	RESIDENCIAL RECANTO DO BOSQUE	1	AUTO	Residencial Recanto do Bosque (1)
74474400	VILA MUTIRAO	1	AUTO	VILA MUTIRÃO (1)
