CEP	BAIRRO_PADRAO_CANDIDATO	CLIENTES	PERCENTUAL	STATUS	VARIACOES
74470025	JARDIM COLORADO	1	100.0	AUTO_UNICO	JARDIM COLORADO (1)
74470060	CHACARAS MANSOES ROSAS DE OURO	10	100.0	AUTO_UNICO	CHÁCARAS MANSÕES ROSAS DE OURO (10)
74470230	RECREIO SAO JOAQUIM	1	100.0	AUTO_UNICO	RECREIO SÃO JOAQUIM (1)
74470245	SAO JOSE	1	100.0	AUTO_UNICO	SETOR SÃO JOSÉ (1)
74470290	CHACARAS MANSOES ROSAS DE OURO	1	100.0	AUTO_UNICO	CHACARAS MANSOES ROSAS DE OURO (1)
74470300	CHACARAS DE RECREIO SAO JOAQUIM	1	100.0	AUTO_UNICO	CHÁCARAS DE RECREIO SÃO JOAQUIM (1)
74470312	SANTOS DUMONT	1	100.0	AUTO_UNICO	SANTOS DUMONT (1)
74470360	CHACARAS MANSOES ROSAS DE OURO	1	100.0	AUTO_UNICO	CHACARAS MANSOES ROSAS DE OURO (1)
74470390	NOVO PLANALTO	1	100.0	AUTO_UNICO	NOVO PLANALTO (1)
74470440	FAZENDA CAVEIRA	1	100.0	AUTO_UNICO	FAZENDA CAVEIRA (1)
74470720	JARDIM HELLOU	2	100.0	AUTO_UNICO	JARDIM HELLOU (2)
74470730	JARDIM HELLOU	1	100.0	AUTO_UNICO	JARDIM HELLOU (1)
74470740	JARDIM HELLOU	1	100.0	AUTO_UNICO	JARDIM HELLOU (1)
74470820	RESIDENCIAL JARDIM CAMARGO	1	100.0	AUTO_UNICO	RESIDENCIAL JARDIM CAMARGO (1)
74470828	RESIDENCIAL JARDIM CAMARGO	1	100.0	AUTO_UNICO	RESIDENCIAL JARDIM CAMARGO (1)
74471110	RESIDENCIAL LONDON PARK	1	100.0	AUTO_UNICO	RESIDENCIAL LONDON PARK (1)
74472041	JARDIM COLORADO	1	100.0	AUTO_UNICO	JARDIM COLORADO (1)
74473170	VILA FINSOCIAL	1	100.0	AUTO_UNICO	VILA FINSOCIAL (1)
74473175	CANDIDA DE MORAES	2	100.0	AUTO_UNICO	CANDIDA DE MORAES (2)
74473210	VILA FINSOCIAL	1	100.0	AUTO_UNICO	VILA FINSOCIAL (1)
74473320	VILA FINSOCIAL	1	100.0	AUTO_UNICO	VILA FINSOCIAL (1)
74473370	VILA FINSOCIAL	1	100.0	AUTO_UNICO	VILA FINSOCIAL (1)
74473401	HUGO DE MORAES	1	100.0	AUTO_UNICO	HUGO DE MORAES (1)
74473490	VILA FINSOCIAL	1	100.0	AUTO_UNICO	VILA FINSOCIAL (1)
74473510	VILA FINSOCIAL	7	100.0	AUTO_UNICO	VILA FINSOCIAL (7)
74473516	VILA FINSOCIAL	2	100.0	AUTO_UNICO	VILA FINSOCIAL (2)
74473525	FINSOCIAL	1	100.0	AUTO_UNICO	FINSOCIAL (1)
74473545	VILA FINSOCIAL	1	100.0	AUTO_UNICO	VILA FINSOCIAL (1)
74473550	VILA FINSOCIAL	3	100.0	AUTO_UNICO	VILA FINSOCIAL (3)
74473560	VILA FINSOCIAL	6	100.0	AUTO_UNICO	VILA FINSOCIAL (6)
74473565	VILA FINSOCIAL	2	100.0	AUTO_UNICO	VILA FINSOCIAL (2)
74473570	VILA FINSOCIAL	7	100.0	AUTO_UNICO	VILA FINSOCIAL (7)
74473590	VILA FINSOCIAL	13	100.0	AUTO_UNICO	VILA FINSOCIAL (13)
74473630	VILA FINSOCIAL	3	100.0	AUTO_UNICO	VILA FINSOCIAL (3)
74473650	VILA FINSOCIAL	6	100.0	AUTO_UNICO	VILA FINSOCIAL (6)
74473690	VILA FINSOCIAL	1	100.0	AUTO_UNICO	VILA FINSOCIAL (1)
74473710	VILA FINSOCIAL	1	100.0	AUTO_UNICO	VILA FINSOCIAL (1)
74473720	VILA FINSOCIAL	1	100.0	AUTO_UNICO	VILA FINSOCIAL (1)
74473730	VILA FINSOCIAL	7	100.0	AUTO_UNICO	VILA FINSOCIAL (7)
74473735	VILA FINSOCIAL	3	100.0	AUTO_UNICO	VILA FINSOCIAL (3)
74473740	VILA FINSOCIAL	3	100.0	AUTO_UNICO	VILA FINSOCIAL (3)
74473750	VILA FINSOCIAL	5	100.0	AUTO_UNICO	VILA FINSOCIAL (5)
74473760	VILA FINSOCIAL	6	100.0	AUTO_UNICO	VILA FINSOCIAL (6)
74473770	VILA FINSOCIAL	1	100.0	AUTO_UNICO	VILA FINSOCIAL (1)
74473780	VILA FINSOCIAL	4	100.0	AUTO_UNICO	VILA FINSOCIAL (4)
74473784	VILA FINSOCIAL	1	100.0	AUTO_UNICO	VILA FINSOCIAL (1)
74473786	VILA FINSOCIAL	1	100.0	AUTO_UNICO	VILA FINSOCIAL (1)
74473788	VILA FINSOCIAL	5	100.0	AUTO_UNICO	VILA FINSOCIAL (5)
74473790	VILA FINSOCIAL	3	100.0	AUTO_UNICO	VILA FINSOCIAL (3)
74473793	VILA FINSOCIAL	1	100.0	AUTO_UNICO	VILA FINSOCIAL (1)
74473796	MORADA DO SOL	1	100.0	AUTO_UNICO	Setor Morada do Sol (1)
74473806	MORADA DO SOL	1	100.0	AUTO_UNICO	SETOR MORADA DO SOL (1)
74473830	MORADA DO SOL	2	100.0	AUTO_VARIACOES	MORADA DO SOL (1) | SETOR MORADA DO SOL (1)
74473831	RESIDENCIAL MARINGA	4	100.0	AUTO_UNICO	RESIDENCIAL MARINGÁ (4)
74473832	RESIDENCIAL MARINGA	4	100.0	AUTO_UNICO	RESIDENCIAL MARINGÁ (4)
74473833	RESIDENCIAL MARINGA	1	100.0	AUTO_UNICO	RESIDENCIAL MARINGÁ (1)
74473834	RESIDENCIAL MARINGA	11	100.0	AUTO_UNICO	RESIDENCIAL MARINGÁ (11)
74473835	RESIDENCIAL MARINGA	32	100.0	AUTO_UNICO	RESIDENCIAL MARINGÁ (32)
74473836	RESIDENCIAL MARINGA	16	100.0	AUTO_UNICO	RESIDENCIAL MARINGÁ (16)
74473839	JARDIM DAS HORTENCIAS	1	100.0	AUTO_UNICO	JARDIM DAS HORTENCIAS (1)
74474004	JARDIM COLORADO	4	100.0	AUTO_UNICO	JARDIM COLORADO (4)
74474012	JARDIM COLORADO	5	100.0	AUTO_UNICO	JARDIM COLORADO (5)
74474014	JARDIM COLORADO	34	100.0	AUTO_UNICO	JARDIM COLORADO (34)
74474016	JARDIM COLORADO	16	100.0	AUTO_UNICO	JARDIM COLORADO (16)
74474020	JARDIM COLORADO	11	100.0	AUTO_UNICO	JARDIM COLORADO (11)
74474021	JARDIM COLORADO	31	100.0	AUTO_UNICO	JARDIM COLORADO (31)
74474026	JARDIM COLORADO	26	100.0	AUTO_UNICO	JARDIM COLORADO (26)
74474027	JARDIM COLORADO	6	100.0	AUTO_UNICO	JARDIM COLORADO (6)
74474028	JARDIM COLORADO	5	100.0	AUTO_UNICO	JARDIM COLORADO (5)
74474029	JARDIM COLORADO	5	100.0	AUTO_UNICO	JARDIM COLORADO (5)
74474032	JARDIM COLORADO	4	100.0	AUTO_UNICO	JARDIM COLORADO (4)
74474033	JARDIM COLORADO	8	100.0	AUTO_UNICO	JARDIM COLORADO (8)
74474034	JARDIM COLORADO	7	100.0	AUTO_UNICO	JARDIM COLORADO (7)
74474039	JARDIM COLORADO	3	100.0	AUTO_UNICO	JARDIM COLORADO (3)
74474044	JARDIM COLORADO	2	100.0	AUTO_UNICO	JARDIM COLORADO (2)
74474045	JARDIM COLORADO	3	100.0	AUTO_UNICO	JARDIM COLORADO (3)
74474046	JARDIM COLORADO	2	100.0	AUTO_UNICO	JARDIM COLORADO (2)
74474049	JARDIM COLORADO	18	100.0	AUTO_UNICO	JARDIM COLORADO (18)
74474080	JARDIM COLORADO	1	100.0	AUTO_UNICO	JARDIM COLORADO (1)
74474100	JARDIM DAS HORTENCIAS	26	100.0	AUTO_UNICO	JARDIM DAS HORTENCIAS (26)
74474101	JARDIM DAS HORTENCIAS	62	100.0	AUTO_VARIACOES	JARDIM DAS HORTÊNCIAS (58) | JARDIM DAS HORTENSIAS (3) | JARDIM  DAS HORTENCIA (1)
74474102	JARDIM DAS HORTENCIAS	33	100.0	AUTO_UNICO	JARDIM DAS HORTENCIAS (33)
74474104	JARDIM DAS HORTENCIAS	17	100.0	AUTO_UNICO	JARDIM DAS HORTÊNCIAS (17)
74474105	JARDIM DAS HORTENCIAS	29	100.0	AUTO_UNICO	JARDIM DAS HORTENCIAS (29)
74474106	JARDIM DAS HORTENCIAS	7	100.0	AUTO_UNICO	JARDIM DAS HORTÊNCIAS (7)
74474107	JARDIM DAS HORTENCIAS	1	100.0	AUTO_UNICO	JARDIM DAS HORTENCIAS (1)
74474109	JARDIM DAS HORTENCIAS	1	100.0	AUTO_UNICO	JARDIM DAS HORTENCIAS (1)
74474113	JARDIM DAS HORTENCIAS	2	100.0	AUTO_UNICO	JARDIM DAS HORTENCIAS (2)
74474116	JARDIM DAS HORTENCIAS	24	100.0	AUTO_VARIACOES	JARDIM DAS HORTENCIAS (23) | JARDIM DAS HORTENCIA (1)
74474117	JARDIM DAS HORTENCIAS	8	100.0	AUTO_UNICO	JARDIM DAS HORTENCIAS (8)
74474118	JARDIM DAS HORTENCIAS	10	100.0	AUTO_UNICO	JARDIM DAS HORTÊNCIAS (10)
74474120	JARDIM DAS HORTENCIAS	2	100.0	AUTO_VARIACOES	JARDIM DAS HORTENCIAS (1) | JARDIM DAS HORTENSIAS (1)
74474121	JARDIM DAS HORTENCIAS	14	100.0	AUTO_UNICO	JARDIM DAS HORTENCIAS (14)
74474122	JARDIM DAS HORTENCIAS	8	100.0	AUTO_UNICO	JARDIM DAS HORTENCIAS (8)
74474125	JARDIM DAS HORTENCIAS	8	100.0	AUTO_UNICO	JARDIM DAS HORTENCIAS (8)
74474126	JARDIM DAS HORTENCIAS	2	100.0	AUTO_UNICO	JARDIM DAS HORTÊNCIAS (2)
74474127	JARDIM DAS HORTENCIAS	11	100.0	AUTO_VARIACOES	JARDIM DAS HORTENCIAS (10) | JARDIM DAS HORTÊNSIAS (1)
74474128	JARDIM DAS HORTENCIAS	22	100.0	AUTO_UNICO	JARDIM DAS HORTENCIAS (22)
74474130	JARDIM DAS HORTENCIAS	10	100.0	AUTO_UNICO	JARDIM DAS HORTENCIAS (10)
74474131	JARDIM DAS HORTENCIAS	9	100.0	AUTO_VARIACOES	JARDIM DAS HORTENCIAS (8) | JARDIM DAS HORTENCIA (1)
74474133	JARDIM DAS HORTENCIAS	6	100.0	AUTO_UNICO	JARDIM DAS HORTENCIAS (6)
74474134	JARDIM DAS HORTENCIAS	3	100.0	AUTO_UNICO	JARDIM DAS HORTÊNCIAS (3)
74474138	JARDIM DAS HORTENCIAS	5	100.0	AUTO_UNICO	JARDIM DAS HORTÊNCIAS (5)
74474139	JARDIM DAS HORTENCIAS	4	100.0	AUTO_UNICO	JARDIM DAS HORTÊNCIAS (4)
74474141	JARDIM DAS HORTENCIAS	3	100.0	AUTO_UNICO	JARDIM DAS HORTÊNCIAS (3)
74474142	JARDIM DAS HORTENCIAS	16	100.0	AUTO_VARIACOES	JARDIM DAS HORTENCIAS (15) | JARDIM DAS HORTENCIA (1)
74474143	JARDIM DAS HORTENCIAS	1	100.0	AUTO_UNICO	JARDIM DAS HORTÊNCIAS (1)
74474144	JARDIM DAS HORTENCIAS	8	100.0	AUTO_UNICO	JARDIM DAS HORTENCIAS (8)
74474145	JARDIM DAS HORTENCIAS	2	100.0	AUTO_UNICO	JARDIM DAS HORTÊNCIAS (2)
74474146	JARDIM DAS HORTENCIAS	3	100.0	AUTO_UNICO	JARDIM DAS HORTENCIAS (3)
74474148	JARDIM DAS HORTENCIAS	1	100.0	AUTO_UNICO	JARDIM DAS HORTÊNCIAS (1)
74474201	JARDIM VISTA BELA	8	100.0	AUTO_UNICO	JARDIM VISTA BELA (8)
74474202	JARDIM VISTA BELA	17	100.0	AUTO_UNICO	JARDIM VISTA BELA (17)
74474205	JARDIM VISTA BELA	11	100.0	AUTO_UNICO	JARDIM VISTA BELA (11)
74474206	JARDIM VISTA BELA	27	100.0	AUTO_UNICO	JARDIM VISTA BELA (27)
74474209	JARDIM VISTA BELA	23	100.0	AUTO_UNICO	JARDIM VISTA BELA (23)
74474210	JARDIM VISTA BELA	9	100.0	AUTO_UNICO	JARDIM VISTA BELA (9)
74474211	JARDIM VISTA BELA	11	100.0	AUTO_UNICO	JARDIM VISTA BELA (11)
74474251	RESIDENCIAL ANGLO	5	100.0	AUTO_UNICO	RESIDENCIAL ANGLO (5)
74474252	RESIDENCIAL ANGLO	2	100.0	AUTO_UNICO	RESIDENCIAL ANGLO (2)
74474253	RESIDENCIAL ANGLO	15	100.0	AUTO_UNICO	RESIDENCIAL ANGLO (15)
74474275	JARDIM NOVA ESPERANCA	1	100.0	AUTO_UNICO	JARDIM NOVA ESPERANÇA (1)
74474309	RECANTO DO BOSQUE	1	100.0	AUTO_UNICO	RECANTO DO BOSQUE (1)
74474310	RESIDENCIAL RECANTO DO BOSQUE	1	100.0	AUTO_UNICO	Residencial Recanto do Bosque (1)
74474315	RESIDENCIAL RECANTO DO BOSQUE	1	100.0	AUTO_UNICO	Residencial Recanto do Bosque (1)
74474367	RESIDENCIAL RECANTO DO BOSQUE	1	100.0	AUTO_UNICO	Residencial Recanto do Bosque (1)
74474396	RESIDENCIAL RECANTO DO BOSQUE	1	100.0	AUTO_UNICO	Residencial Recanto do Bosque (1)
74474400	VILA MUTIRAO	1	100.0	AUTO_UNICO	VILA MUTIRÃO (1)
74474401	RESIDENCIAL RECANTO DO BOSQUE	1	100.0	AUTO_UNICO	Residencial Recanto do Bosque (1)
74474411	NOVO PLANALTO	1	100.0	AUTO_UNICO	NOVO PLANALTO (1)
74474412	RESIDENCIAL PRIVE NORTE	5	100.0	AUTO_UNICO	RESIDENCIAL PRIVE NORTE (5)
74474413	RESIDENCIAL PRIVE NORTE	11	100.0	AUTO_UNICO	RESIDENCIAL PRIVÊ NORTE (11)
74474414	RESIDENCIAL PRIVE NORTE	5	100.0	AUTO_UNICO	RESIDENCIAL PRIVÊ NORTE (5)
74474416	RESIDENCIAL PRIVE NORTE	3	100.0	AUTO_UNICO	RESIDENCIAL PRIVÊ NORTE (3)
74474418	RESIDENCIAL PRIVE NORTE	7	100.0	AUTO_UNICO	RESIDENCIAL PRIVE NORTE (7)
74474420	RESIDENCIAL PRIVE NORTE	18	100.0	AUTO_UNICO	RESIDENCIAL PRIVÊ NORTE (18)
74474422	RESIDENCIAL PRIVE NORTE	4	100.0	AUTO_UNICO	RESIDENCIAL PRIVÊ NORTE (4)
74474473	VILA FINSOCIAL	1	100.0	AUTO_UNICO	VILA FINSOCIAL (1)
74474506	JARDIM COLORADO	1	100.0	AUTO_UNICO	JARDIM COLORADO (1)
74474550	JARDIM COLORADO	2	100.0	AUTO_UNICO	JARDIM COLORADO (2)
74474600	JARDIM COLORADO	2	100.0	AUTO_UNICO	JARDIM COLORADO (2)
74474620	JARDIM COLORADO I	1	100.0	AUTO_UNICO	Jardim Colorado I (1)
74474630	JARDIM COLORADO I	2	100.0	AUTO_UNICO	JARDIM COLORADO I (2)
74474650	JARDIM COLORADO II	1	100.0	AUTO_UNICO	Jardim Colorado II (1)
74474655	JARDIM COLORADO II	1	100.0	AUTO_UNICO	JARDIM COLORADO II (1)
74474660	JARDIM COLORADO	2	100.0	AUTO_UNICO	JARDIM COLORADO (2)
74474675	JARDIM LIBERDADE	1	100.0	AUTO_UNICO	JARDIM LIBERDADE (1)
74474680	JARDIM LAGO AZUL	1	100.0	AUTO_UNICO	JARDIM LAGO AZUL (1)
74474744	JARDIM COLORADO	1	100.0	AUTO_UNICO	JARDIM COLORADO (1)
74474805	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	PARQUE TREMENDÃO (1)
74475003	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	PARQUE TREMENDÃO (1)
74475005	PARQUE TREMENDAO	2	100.0	AUTO_VARIACOES	SETOR PARQUE TREMENDÃO (1) | PARQUE TREMENDÃO (1)
74475010	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	SETOR PARQUE TREMENDÃO (1)
74475012	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	SETOR PARQUE TREMENDÃO (1)
74475014	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	Setor Parque Tremendão (1)
74475017	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	Setor Parque Tremendão (1)
74475023	PARQUE TREMENDAO	2	100.0	AUTO_UNICO	Setor Parque Tremendão (2)
74475028	PARQUE TREMENDAO	7	100.0	AUTO_VARIACOES	PARQUE TREMENDÃO (5) | Setor Parque Tremendão (2)
74475029	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	PARQUE TREMENDÃO (1)
74475030	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	PARQUE TREMENDÃO (1)
74475032	PARQUE TREMENDAO	2	100.0	AUTO_UNICO	PARQUE TREMENDÃO (2)
74475035	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	Setor Parque Tremendão (1)
74475037	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	PARQUE TREMENDÃO (1)
74475038	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	Setor Parque Tremendão (1)
74475041	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	Setor Parque Tremendão (1)
74475047	PARQUE TREMENDAO	2	100.0	AUTO_VARIACOES	PARQUE TREMENDÃO (1) | Setor Parque Tremendão (1)
74475050	PARQUE TREMENDAO	4	100.0	AUTO_VARIACOES	PARQUE TREMENDÃO (3) | SETOR PARQUE TREMENDÃO (1)
74475052	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	PARQUE TREMENDÃO (1)
74475053	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	Setor Parque Tremendão (1)
74475054	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	PARQUE TREMENDÃO (1)
74475055	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	Setor Parque Tremendão (1)
74475056	PARQUE TREMENDAO	2	100.0	AUTO_UNICO	PARQUE TREMENDÃO (2)
74475057	PARQUE TREMENDAO	2	100.0	AUTO_UNICO	SETOR PARQUE TREMENDÃO (2)
74475059	PARQUE TREMENDAO	3	100.0	AUTO_UNICO	PARQUE TREMENDÃO (3)
74475061	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	PARQUE TREMENDÃO (1)
74475062	PARQUE TREMENDAO	3	100.0	AUTO_VARIACOES	PARQUE TREMENDÃO (2) | SETOR PARQUE TREMENDÃO (1)
74475064	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	PARQUE TREMENDÃO (1)
74475070	PARQUE TREMENDAO	5	100.0	AUTO_VARIACOES	Setor Parque Tremendão (4) | PARQUE TREMENDÃO (1)
74475073	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	Setor Parque Tremendão (1)
74475076	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	Setor Parque Tremendão (1)
74475077	PARQUE TREMENDAO	3	100.0	AUTO_UNICO	PARQUE TREMENDÃO (3)
74475078	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	SETOR PARQUE TREMENDÃO (1)
74475079	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	PARQUE TREMENDÃO (1)
74475082	PARQUE TREMENDAO	3	100.0	AUTO_VARIACOES	PARQUE TREMENDÃO (2) | Setor Parque Tremendão (1)
74475090	PARQUE TREMENDAO	4	100.0	AUTO_VARIACOES	PARQUE TREMENDÃO (3) | Setor Parque Tremendão (1)
74475092	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	PARQUE TREMENDÃO (1)
74475094	PARQUE TREMENDAO	2	100.0	AUTO_UNICO	PARQUE TREMENDÃO (2)
74475104	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	SETOR PARQUE TREMENDÃO (1)
74475110	MORADA DO SOL	1	100.0	AUTO_UNICO	Setor Morada do Sol (1)
74475115	MORADA DO SOL	9	100.0	AUTO_VARIACOES	MORADA DO SOL (7) | SETOR MORADA DO SOL (2)
74475116	MORADA DO SOL	1	100.0	AUTO_UNICO	MORADA DO SOL (1)
74475124	MORADA DO SOL	4	100.0	AUTO_VARIACOES	SETOR MORADA DO SOL (3) | MORADA DO SOL (1)
74475125	MORADA DO SOL	1	100.0	AUTO_UNICO	MORADA DO SOL (1)
74475130	MORADA DO SOL	1	100.0	AUTO_UNICO	MORADA DO SOL (1)
74475132	MORADA DO SOL	1	100.0	AUTO_UNICO	Setor Morada do Sol (1)
74475138	MORADA DO SOL	4	100.0	AUTO_VARIACOES	MORADA DO SOL (2) | SETOR MORADA DO SOL (2)
74475140	MORADA DO SOL	2	100.0	AUTO_UNICO	MORADA DO SOL (2)
74475160	MORADA DO SOL	1	100.0	AUTO_UNICO	MORADA DO SOL (1)
74475179	MORADA DO SOL	1	100.0	AUTO_UNICO	Setor Morada do Sol (1)
74475204	MORADA DO SOL	3	100.0	AUTO_VARIACOES	MORADA DO SOL (2) | Setor Morada do Sol (1)
74475214	MORADA DO SOL	1	100.0	AUTO_UNICO	Setor Morada do Sol (1)
74475223	MORADA DO SOL	1	100.0	AUTO_UNICO	MORADA DO SOL (1)
74475226	MORADA DO SOL	1	100.0	AUTO_UNICO	MORADA DO SOL (1)
74475230	MORADA DO SOL	1	100.0	AUTO_UNICO	MORADA DO SOL (1)
74475237	MORADA DO SOL	1	100.0	AUTO_UNICO	SETOR MORADA DO SOL (1)
74475260	ESTRELA DALVA	1	100.0	AUTO_UNICO	SETOR ESTRELA DALVA (1)
74475292	ESTRELA DALVA	1	100.0	AUTO_UNICO	Setor Estrela Dalva (1)
74475296	ESTRELA DALVA	1	100.0	AUTO_UNICO	Setor Estrela Dalva (1)
74475298	ESTRELA DALVA	1	100.0	AUTO_UNICO	ESTRELA DALVA (1)
74475300	ESTRELA DALVA	1	100.0	AUTO_UNICO	ESTRELA DALVA (1)
74475314	ESTRELA DALVA	1	100.0	AUTO_UNICO	SETOR ESTRELA DALVA (1)
74475318	ESTRELA DALVA	1	100.0	AUTO_UNICO	Setor Estrela Dalva (1)
74475332	ESTRELA DALVA	1	100.0	AUTO_UNICO	SETOR ESTRELA DALVA (1)
74475343	RESIDENCIAL BRISAS DA MATA	1	100.0	AUTO_UNICO	RESIDENCIAL BRISAS DA MATA (1)
74475344	RESIDENCIAL BRISAS DA MATA	1	100.0	AUTO_UNICO	RESIDENCIAL BRISAS DA MATA (1)
74475354	RESIDENCIAL BRISAS DA MATA	1	100.0	AUTO_UNICO	Residencial Brisas da Mata (1)
74475356	RESIDENCIAL BRISAS DA MATA	1	100.0	AUTO_UNICO	Residencial Brisas da Mata (1)
74475358	RESIDENCIAL BRISAS DA MATA	1	100.0	AUTO_UNICO	Residencial Brisas da Mata (1)
74475422	RESIDENCIAL PRIVE NORTE	1	100.0	AUTO_UNICO	RESIDENCIAL PRIVE NORTE (1)
74475474	VILA MUTIRAO	1	100.0	AUTO_UNICO	VILA MUTIRÃO (1)
74475490	JARDIM LIBERDADE	1	100.0	AUTO_UNICO	JARDIM LIBERDADE (1)
74475500	VILA MUTIRAO	1	100.0	AUTO_UNICO	VILA MUTIRÃO (1)
74475535	JARDIM LIBERDADE	29	100.0	AUTO_UNICO	JARDIM LIBERDADE (29)
74475570	JARDIM LIBERDADE	10	100.0	AUTO_UNICO	JARDIM LIBERDADE (10)
74475574	JARDIM LIBERDADE	1	100.0	AUTO_UNICO	JARDIM LIBERDADE (1)
74475575	JARDIM LIBERDADE	36	100.0	AUTO_UNICO	JARDIM LIBERDADE (36)
74475590	JARDIM LIBERDADE	41	100.0	AUTO_UNICO	JARDIM LIBERDADE (41)
74475600	JARDIM LIBERDADE	11	100.0	AUTO_UNICO	JARDIM LIBERDADE (11)
74475620	JARDIM LIBERDADE	10	100.0	AUTO_UNICO	JARDIM LIBERDADE (10)
74475625	JARDIM COLORADO	1	100.0	AUTO_UNICO	JARDIM COLORADO (1)
74475640	JARDIM LIBERDADE	39	100.0	AUTO_UNICO	JARDIM LIBERDADE (39)
74475650	JARDIM LIBERDADE	27	100.0	AUTO_UNICO	JARDIM LIBERDADE (27)
74475670	JARDIM LIBERDADE	15	100.0	AUTO_UNICO	JARDIM LIBERDADE (15)
74475675	JARDIM LIBERDADE	13	100.0	AUTO_UNICO	JARDIM LIBERDADE (13)
74475742	ESTRELA DALVA	1	100.0	AUTO_UNICO	SETOR ESTRELA DALVA (1)
74475757	JARDIM LIBERDADE	1	100.0	AUTO_UNICO	JARDIM LIBERDADE (1)
74475801	PARQUE TREMENDAO	11	100.0	AUTO_VARIACOES	SETOR PARQUE TREMENDÃO (6) | PARQUE TREMENDÃO (5)
74475803	PARQUE TREMENDAO	20	100.0	AUTO_VARIACOES	PARQUE TREMENDÃO (16) | SETOR PARQUE TREMENDÃO (4)
74475804	PARQUE TREMENDAO	16	100.0	AUTO_VARIACOES	PARQUE TREMENDÃO (8) | SETOR PARQUE TREMENDÃO (8)
74475805	PARQUE TREMENDAO	2	100.0	AUTO_UNICO	PARQUE TREMENDÃO (2)
74475807	PARQUE TREMENDAO	11	100.0	AUTO_VARIACOES	PARQUE TREMENDÃO (8) | SETOR PARQUE TREMENDÃO (3)
74475809	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	PARQUE TREMENDÃO (1)
74475810	PARQUE TREMENDAO	8	100.0	AUTO_VARIACOES	PARQUE TREMENDÃO (4) | SETOR PARQUE TREMENDÃO (4)
74475813	PARQUE TREMENDAO	2	100.0	AUTO_UNICO	PARQUE TREMENDÃO (2)
74475818	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	Setor Parque Tremendão (1)
74475820	PARQUE TREMENDAO	1	100.0	AUTO_UNICO	Setor Parque Tremendão (1)
74475845	VILA MUTIRAO	1	100.0	AUTO_UNICO	VILA MUTIRÃO (1)
74475860	PARQUE TREMENDAO	14	100.0	AUTO_VARIACOES	PARQUE TREMENDÃO (10) | SETOR PARQUE TREMENDÃO (4)
74476005	RESIDENCIAL FORTALEZA	1	100.0	AUTO_UNICO	RESIDENCIAL FORTALEZA (1)
74476010	RESIDENCIAL FORTALEZA	2	100.0	AUTO_UNICO	RESIDENCIAL FORTALEZA (2)
74476020	RESIDENCIAL FORTALEZA	1	100.0	AUTO_UNICO	RESIDENCIAL FORTALEZA (1)
74476040	RESIDENCIAL FORTALEZA	4	100.0	AUTO_UNICO	RESIDENCIAL FORTALEZA (4)
74476050	RESIDENCIAL FORTALEZA	19	100.0	AUTO_UNICO	RESIDENCIAL FORTALEZA (19)
74476070	RESIDENCIAL FORTALEZA	23	100.0	AUTO_UNICO	RESIDENCIAL FORTALEZA (23)
74476080	RESIDENCIAL FORTALEZA	2	100.0	AUTO_UNICO	RESIDENCIAL FORTALEZA (2)
74476125	CONJUNTO RESIDENCIAL PAULO PACHECO	1	100.0	AUTO_UNICO	CONJUNTO RESIDENCIAL PAULO PACHECO (1)
74477001	DA VITORIA	5	100.0	AUTO_VARIACOES	BAIRRO DA VITORIA (3) | DA VITÓRIA (2)
74477002	DA VITORIA	1	100.0	AUTO_UNICO	BAIRRO DA VITORIA (1)
74477003	DA VITORIA	7	100.0	AUTO_VARIACOES	BAIRRO DA VITORIA (4) | Da Vitória (3)
74477004	DA VITORIA	3	100.0	AUTO_VARIACOES	BAIRRO DA VITÓRIA (2) | Da Vitória (1)
74477005	DA VITORIA	1	100.0	AUTO_UNICO	BAIRRO DA VITÓRIA (1)
74477006	DA VITORIA	7	100.0	AUTO_VARIACOES	BAIRRO DA VITORIA (4) | DA VITÓRIA (3)
74477007	DA VITORIA	1	100.0	AUTO_UNICO	DA VITÓRIA (1)
