CEP	CLIENTES	CATEGORIA	BAIRRO_CANDIDATO	PERCENTUAL	QTD_FAMILIAS	SIMILARIDADE	FAMILIAS	ORIGINAIS
74474410	29	05_BAIRROS_DIFERENTES_REVISAR	RESIDENCIAL PRIVE NORTE	58.6	3	0.211	RESIDENCIAL PRIVE NORTE (17) | DOM CONSTANTINO (11) | JARDIM DAS HORTENCIAS (1)	RESIDENCIAL PRIVÊ NORTE (17) | DOM CONSTANTINO (11) | JARDIM DAS HORTENCIAS (1)
74474415	18	05_PRINCIPAL_FORTE_REVISAR	RESIDENCIAL PRIVE NORTE	94.4	2	0.316	RESIDENCIAL PRIVE NORTE (17) | JARDIM COLORADO (1)	RESIDENCIAL PRIVÊ NORTE (17) | JARDIM COLORADO (1)
74474500	5	04_NOME_PARECIDO_REVISAR	JARDIM COLORADO EXTENSAO	60.0	2	0.769	JARDIM COLORADO EXTENSAO (3) | JARDIM COLORADO (2)	JARDIM COLORADO EXTENSÃO (3) | JARDIM COLORADO (2)
74474505	21	04_NOME_PARECIDO_REVISAR	JARDIM COLORADO	57.1	2	0.769	JARDIM COLORADO (12) | JARDIM COLORADO EXTENSAO (9)	JARDIM COLORADO (12) | JARDIM COLORADO EXTENSÃO (9)
74474510	6	04_NOME_PARECIDO_REVISAR	JARDIM COLORADO	50.0	3	0.769	JARDIM COLORADO (3) | JARDIM COLORADO EXTENSAO (2) | PARQUE TREMENDAO (1)	JARDIM COLORADO (3) | JARDIM COLORADO EXTENSÃO (2) | PARQUE TREMENDÃO (1)
74474555	4	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM COLORADO	50.0	2	0.882	JARDIM COLORADO (2) | JARDIM COLORADO SUL (2)	JARDIM COLORADO (2) | JARDIM COLORADO SUL (2)
74474605	48	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM COLORADO	68.8	3	0.938	JARDIM COLORADO (33) | JARDIM COLORADO I (14) | JARDIM DAS HORTENCIAS (1)	JARDIM COLORADO (33) | JARDIM COLORADO I (14) | JARDIM DAS HORTENCIAS (1)
74474615	5	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM COLORADO	60.0	2	0.938	JARDIM COLORADO (3) | JARDIM COLORADO I (2)	JARDIM COLORADO (3) | JARDIM COLORADO I (2)
74474625	16	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM COLORADO	81.2	2	0.938	JARDIM COLORADO (13) | JARDIM COLORADO I (3)	JARDIM COLORADO (13) | JARDIM COLORADO I (3)
74474635	2	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM COLORADO I	50.0	2	0.938	JARDIM COLORADO I (1) | JARDIM COLORADO (1)	Jardim Colorado I (1) | JARDIM COLORADO (1)
74474640	23	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM COLORADO	69.6	3	0.938	JARDIM COLORADO (16) | JARDIM COLORADO I (6) | NOROESTE (1)	JARDIM COLORADO (16) | JARDIM COLORADO I (6) | SETOR NOROESTE (1)
74474645	15	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM COLORADO	73.3	3	0.938	JARDIM COLORADO (11) | JARDIM COLORADO I (3) | JARDIM COLORADO L (1)	JARDIM COLORADO (11) | Jardim Colorado I (3) | JARDIM COLORADO L (1)
74474665	2	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM COLORADO	50.0	2	0.909	JARDIM COLORADO (1) | JARDIM COLORADO II (1)	JARDIM COLORADO (1) | JARDIM COLORADO II (1)
74474670	6	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM COLORADO	83.3	2	0.909	JARDIM COLORADO (5) | JARDIM COLORADO II (1)	JARDIM COLORADO (5) | JARDIM COLORADO II (1)
74474705	3	05_BAIRROS_DIFERENTES_REVISAR	JARDIM COLORADO	66.7	2	0.581	JARDIM COLORADO (2) | JARDIM LAGO AZUL (1)	JARDIM COLORADO (2) | JARDIM LAGO AZUL (1)
74475009	12	05_PRINCIPAL_FORTE_REVISAR	PARQUE TREMENDAO	91.7	2	0.276	PARQUE TREMENDAO (11) | NOVO PLANALTO (1)	PARQUE TREMENDÃO (7) | Setor Parque Tremendão (4) | NOVO PLANALTO (1)
74475020	24	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	PARQUE TREMENDAO	95.8	2	0.941	PARQUE TREMENDAO (23) | PARQUE TREMENDAO 2 (1)	PARQUE TREMENDÃO (18) | SETOR PARQUE TREMENDÃO (5) | PARQUE TREMENDÃO 2 (1)
74475060	4	05_BAIRROS_DIFERENTES_REVISAR	PARQUE TREMENDAO	75.0	2	0.375	PARQUE TREMENDAO (3) | JARDIM LIBERDADE (1)	PARQUE TREMENDÃO (2) | JARDIM LIBERDADE (1) | SETOR PARQUE TREMENDÃO (1)
74475075	7	05_BAIRROS_DIFERENTES_REVISAR	PARQUE TREMENDAO	42.9	4	0.323	PARQUE TREMENDAO (3) | VILAGE NOROESTE (2) | VILLAGE NOROESTE (1) | PARQUE TREMNDAO (1)	PARQUE TREMENDÃO (3) | VILAGE NOROESTE (2) | VILLAGE NOROESTE (1) | PARQUE TREMNDÃO (1)
74475095	3	05_BAIRROS_DIFERENTES_REVISAR	PARQUE TREMENDAO	66.7	2	0.133	PARQUE TREMENDAO (2) | RESIDENCIAL VALE DOS CARAIBAS (1)	Setor Parque Tremendão (1) | RESIDENCIAL VALE DOS CARAIBAS (1) | PARQUE TREMENDÃO (1)
74475122	3	05_BAIRROS_DIFERENTES_REVISAR	VILA FINSOCIAL	66.7	2	0.370	VILA FINSOCIAL (2) | MORADA DO SOL (1)	VILA FINSOCIAL (2) | MORADA DO SOL (1)
74475137	6	05_PRINCIPAL_FORTE_REVISAR	MORADA DO SOL	83.3	2	0.650	MORADA DO SOL (5) | SITIO RECREIO MORADA DO SOL (1)	SETOR MORADA DO SOL (4) | MORADA DO SOL (1) | SITIO RECREIO MORADA DO SOL (1)
74475143	13	05_PRINCIPAL_FORTE_REVISAR	MORADA DO SOL	92.3	2	0.370	MORADA DO SOL (12) | VILA FINSOCIAL (1)	SETOR MORADA DO SOL (6) | MORADA DO SOL (6) | VILA FINSOCIAL (1)
74475400	2	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO II	50.0	2	0.889	VILA MUTIRAO II (1) | VILA MUTIRAO (1)	Vila Mutirão II (1) | VILA MUTIRÃO (1)
74475405	5	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	60.0	2	0.889	VILA MUTIRAO (3) | VILA MUTIRAO II (2)	Vila Mutirão (3) | VILA MUTIRÃO II (2)
74475410	15	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	73.3	3	0.889	VILA MUTIRAO (11) | VILA MUTIRAO II (2) | JARDIM LIBERDADE (2)	VILA MUTIRÃO (11) | VILA MUTIRÃO II (2) | JARDIM LIBERDADE (2)
74475415	3	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO II	66.7	2	0.889	VILA MUTIRAO II (2) | VILA MUTIRAO (1)	VILA MUTIRÃO II (2) | VILA MUTIRÃO (1)
74475417	3	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO II	66.7	2	0.889	VILA MUTIRAO II (2) | VILA MUTIRAO (1)	VILA MUTIRÃO II (2) | VILA MUTIRÃO (1)
74475420	18	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO II	50.0	3	0.889	VILA MUTIRAO II (9) | VILA MUTIRAO (7) | JARDIM LIBERDADE (2)	VILA MUTIRÃO II (9) | VILA MUTIRÃO (7) | JARDIM LIBERDADE (2)
74475425	3	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	66.7	2	0.889	VILA MUTIRAO (2) | VILA MUTIRAO II (1)	VILA MUTIRÃO (2) | Vila Mutirão II (1)
74475430	4	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	75.0	2	0.889	VILA MUTIRAO (3) | VILA MUTIRAO II (1)	VILA MUTIRÃO (3) | VILA MUTIRÃO II (1)
74475440	9	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	77.8	2	0.889	VILA MUTIRAO (7) | VILA MUTIRAO II (2)	VILA MUTIRÃO (6) | VILA MUTIRÃO II (2) | VILA  MUTIRÃO (1)
74475450	10	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	60.0	3	0.889	VILA MUTIRAO (6) | VILA MUTIRAO II (3) | JARDIM LIBERDADE (1)	VILA MUTIRÃO (6) | VILA MUTIRÃO II (3) | JARDIM LIBERDADE (1)
74475455	5	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	60.0	2	0.889	VILA MUTIRAO (3) | VILA MUTIRAO II (2)	VILA MUTIRÂO (3) | Vila Mutirão II (2)
74475460	30	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	56.7	3	0.889	VILA MUTIRAO (17) | VILA MUTIRAO II (9) | JARDIM LIBERDADE (4)	VILA MUTIRÃO (17) | Vila Mutirão II (9) | JARDIM LIBERDADE (4)
74475463	9	05_BAIRROS_DIFERENTES_REVISAR	JARDIM LIBERDADE	55.6	2	0.258	JARDIM LIBERDADE (5) | VILA MUTIRAO II (4)	JARDIM LIBERDADE (5) | Vila Mutirão II (4)
74475465	6	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	50.0	3	0.889	VILA MUTIRAO (3) | VILA MUTIRAO II (2) | JARDIM LIBERDADE (1)	VILA MUTIRÃO (3) | VILA MUTIRÃO II (2) | JARDIM LIBERDADE (1)
74475467	7	05_BAIRROS_DIFERENTES_REVISAR	VILA MUTIRAO	71.4	2	0.214	VILA MUTIRAO (5) | JARDIM LIBERDADE (2)	Vila Mutirão (5) | JARDIM LIBERDADE (2)
74475470	17	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	64.7	2	0.889	VILA MUTIRAO (11) | VILA MUTIRAO II (6)	VILA MUTIRÃO (11) | VILA MUTIRÃO II (6)
74475475	16	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	62.5	2	0.889	VILA MUTIRAO (10) | VILA MUTIRAO II (6)	VILA MUTIRÃO (10) | VILA MUTIRÃO II (6)
74475485	2	05_BAIRROS_DIFERENTES_REVISAR	JARDIM LIBERDADE	50.0	2	0.214	JARDIM LIBERDADE (1) | VILA MUTIRAO (1)	JARDIM LIBERDADE (1) | VILA MUTIRÃO (1)
74475520	47	05_PRINCIPAL_FORTE_REVISAR	JARDIM LIBERDADE	91.5	2	0.214	JARDIM LIBERDADE (43) | VILA MUTIRAO (4)	JARDIM LIBERDADE (43) | VILA MUTIRÃO (4)
74475530	43	04_NOME_PARECIDO_REVISAR	JARDIM LIBERDADE	97.7	2	0.720	JARDIM LIBERDADE (42) | LIBERDADE (1)	Jardim Liberdade (42) | LIBERDADE (1)
74475540	16	05_PRINCIPAL_FORTE_REVISAR	JARDIM LIBERDADE	87.5	2	0.214	JARDIM LIBERDADE (14) | VILA MUTIRAO (2)	JARDIM LIBERDADE (14) | VILA MUTIRÃO (2)
74475550	24	05_PRINCIPAL_FORTE_REVISAR	JARDIM LIBERDADE	95.8	2	0.286	JARDIM LIBERDADE (23) | PERIM (1)	JARDIM LIBERDADE (23) | SETOR PERIM (1)
74475580	38	05_BAIRROS_DIFERENTES_REVISAR	JARDIM LIBERDADE	89.5	4	0.214	JARDIM LIBERDADE (34) | VILA MUTIRAO (2) | JARDIM VISTA BELA (1) | RESIDENCIAL FORTALEZA (1)	JARDIM LIBERDADE (34) | VILA MUTIRÃO (2) | JARDIM VISTA BELA (1) | RESIDENCIAL FORTALEZA (1)
74475610	27	05_PRINCIPAL_FORTE_REVISAR	JARDIM LIBERDADE	96.3	2	0.138	JARDIM LIBERDADE (26) | NOVO PLANALTO (1)	JARDIM LIBERDADE (26) | NOVO PLANALTO (1)
74475630	4	05_BAIRROS_DIFERENTES_REVISAR	JARDIM LIBERDADE	75.0	2	0.214	JARDIM LIBERDADE (3) | VILA MUTIRAO (1)	JARDIM LIBERDADE (3) | VILA MUTIRÃO (1)
74475660	77	05_PRINCIPAL_FORTE_REVISAR	JARDIM LIBERDADE	96.1	2	0.214	JARDIM LIBERDADE (74) | VILA MUTIRAO (3)	JARDIM LIBERDADE (74) | VILA MUTIRÃO (3)
74475680	10	05_PRINCIPAL_FORTE_REVISAR	JARDIM LIBERDADE	90.0	2	0.138	JARDIM LIBERDADE (9) | NOVO PLANALTO (1)	JARDIM LIBERDADE (9) | NOVO PLANALTO (1)
74475802	9	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	PARQUE TREMENDAO	77.8	3	0.941	PARQUE TREMENDAO (7) | PARQUE TREMENDAO 2 (1) | TREMENDAO (1)	SETOR PARQUE TREMENDÃO (4) | PARQUE TREMENDÃO (3) | PARQUE TREMENDÃO 2 (1) | TREMENDÃO (1)
74476030	11	05_PRINCIPAL_FORTE_REVISAR	RESIDENCIAL FORTALEZA	90.9	2	0.194	RESIDENCIAL FORTALEZA (10) | DA VITORIA (1)	RESIDENCIAL FORTALEZA (10) | BAIRRO DA VITORIA (1)
74476065	7	05_BAIRROS_DIFERENTES_REVISAR	RESIDENCIAL FORTALEZA	71.4	3	0.235	RESIDENCIAL FORTALEZA (5) | NOVO PLANALTO (1) | JARDIM LIBERDADE (1)	RESIDENCIAL FORTALEZA (5) | NOVO PLANALTO (1) | JARDIM LIBERDADE (1)
74476100	3	05_BAIRROS_DIFERENTES_REVISAR	RESIDENCIAL FORTALEZA	66.7	2	0.143	RESIDENCIAL FORTALEZA (2) | CONDOMINIO TERRA NOVA (1)	RESIDENCIAL FORTALEZA (2) | CONDOMÍNIO TERRA NOVA (1)
74476110	9	05_BAIRROS_DIFERENTES_REVISAR	RESIDENCIAL FORTALEZA	66.7	3	0.216	RESIDENCIAL FORTALEZA (6) | JARDIM LIBERDADE (2) | VILA MUTIRAO (1)	RESIDENCIAL FORTALEZA (6) | JARDIM LIBERDADE (2) | VILA MUTIRÃO (1)
74477009	2	05_BAIRROS_DIFERENTES_REVISAR	SAO CARLOS	50.0	2	0.300	SAO CARLOS (1) | DA VITORIA (1)	SAO CARLOS (1) | BAIRRO DA VITÓRIA (1)
74477010	4	05_BAIRROS_DIFERENTES_REVISAR	DA VITORIA	50.0	3	0.323	DA VITORIA (2) | CONDOMINIO TERRA NOVA (1) | RESERVA CAMPO BELO (1)	BAIRRO DA VITÓRIA (2) | CONDOMÍNIO TERRA NOVA (1) | RESERVA CAMPO BELO (1)
74477012	10	05_BAIRROS_DIFERENTES_REVISAR	DA VITORIA	60.0	4	0.323	DA VITORIA (6) | JARDIM NOVA ESPERANCA (2) | CANDIDA DE MORAES (1) | SAO CARLOS (1)	BAIRRO DA VITÓRIA (5) | JARDIM NOVA ESPERANÇA (2) | Da Vitória (1) | CANDIDA DE MORAES (1) | SÃO CARLOS (1)
74477076	4	05_BAIRROS_DIFERENTES_REVISAR	SAO CARLOS	75.0	2	0.300	SAO CARLOS (3) | DA VITORIA (1)	SÃO CARLOS (2) | BAIRRO SÃO CARLOS (1) | Da Vitória (1)
74477088	14	05_PRINCIPAL_FORTE_REVISAR	SAO CARLOS	92.9	2	0.258	SAO CARLOS (13) | JARDIM NOVA ESPERANCA (1)	SÃO CARLOS (13) | Jardim Nova Esperança (1)
74480000	4	05_BAIRROS_DIFERENTES_REVISAR	COLORADO	25.0	4	0.267	COLORADO (1) | CAPUAVA (1) | JARDIM NOVO MUNDO (1) | JARDIM COLORADO (1)	COLORADO (1) | BAIRRO CAPUAVA (1) | JARDIM NOVO MUNDO (1) | JARDIM COLORADO (1)
74480020	3	05_BAIRROS_DIFERENTES_REVISAR	VILA MUTIRAO	66.7	2	0.214	VILA MUTIRAO (2) | JARDIM LIBERDADE (1)	VILA MUTIRÃO (2) | JARDIM LIBERDADE (1)
74480030	41	05_PRINCIPAL_FORTE_REVISAR	JARDIM LIBERDADE	95.1	2	0.214	JARDIM LIBERDADE (39) | VILA MUTIRAO (2)	JARDIM LIBERDADE (39) | VILA MUTIRÃO (2)
74480040	9	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	66.7	2	0.923	VILA MUTIRAO (6) | VILA MUTIRAO I (3)	VILA MUTIRÃO (6) | VILA MUTIRÃO I (3)
74480060	55	05_BAIRROS_DIFERENTES_REVISAR	NOVO PLANALTO	94.5	4	0.400	NOVO PLANALTO (52) | VILA MUTIRAO (1) | JARDIM NOVA ESPERANCA (1) | MANSOES PARAISO (1)	NOVO PLANALTO (32) | SETOR NOVO PLANALTO (20) | Vila Mutirão (1) | JARDIM NOVA ESPERANÇA (1) | MANSÕES PARAISO (1)
74480070	29	05_BAIRROS_DIFERENTES_REVISAR	JARDIM LIBERDADE	82.8	3	0.138	JARDIM LIBERDADE (24) | NOVO PLANALTO (3) | VILA MUTIRAO (2)	JARDIM LIBERDADE (24) | NOVO PLANALTO (2) | VILA MUTIRÃO (2) | SETOR NOVO PLANALTO (1)
74480110	29	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	44.8	4	0.923	VILA MUTIRAO (13) | VILA MUTIRAO I (10) | JARDIM LIBERDADE (5) | JARDIM CURITIBA IV (1)	VILA MUTIRÃO (13) | VILA MUTIRÃO I (10) | JARDIM LIBERDADE (5) | JARDIM CURITIBA IV (1)
74480120	13	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO I	53.8	3	0.923	VILA MUTIRAO I (7) | VILA MUTIRAO (5) | CURITIBA 4 (1)	VILA MUTIRÃO I (7) | VILA MUTIRÃO (5) | CURITIBA 4 (1)
74480140	14	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	64.3	3	0.923	VILA MUTIRAO (9) | VILA MUTIRAO I (4) | JARDIM LIBERDADE (1)	VILA MUTIRÃO (9) | VILA MUTIRÃO I (4) | JARDIM LIBERDADE (1)
74480150	18	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO I	50.0	3	0.923	VILA MUTIRAO I (9) | VILA MUTIRAO (8) | JARDIM LIBERDADE (1)	Vila Mutirão I (9) | VILA MUTIRÃO (8) | JARDIM LIBERDADE (1)
74480160	22	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO I	54.5	2	0.923	VILA MUTIRAO I (12) | VILA MUTIRAO (10)	Vila Mutirão I (12) | VILA MUTIRÃO (10)
74480170	20	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	65.0	2	0.923	VILA MUTIRAO (13) | VILA MUTIRAO I (7)	VILA MUTIRAO (13) | VILA MUTIRÃO I (7)
74480180	26	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	61.5	3	0.923	VILA MUTIRAO (16) | VILA MUTIRAO I (9) | VILA MULTIRAO I (1)	VILA MUTIRÃO (16) | Vila Mutirão I (9) | VILA MULTIRÃO I (1)
74480190	5	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	60.0	3	0.960	VILA MUTIRAO (3) | VILA MULTIRAO (1) | VILA MUTIRAO I (1)	VILA MUTIRÃO (3) | VILA MULTIRÃO (1) | Vila Mutirão I (1)
74480230	16	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	62.5	2	0.923	VILA MUTIRAO (10) | VILA MUTIRAO I (6)	VILA MUTIRÃO (10) | VILA MUTIRÃO I (6)
74480240	27	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO I	51.9	4	0.923	VILA MUTIRAO I (14) | VILA MUTIRAO (11) | CANDIDA DE MORAIS (1) | NOVO PLANALTO (1)	VILA MUTIRÃO I (14) | VILA MUTIRÃO (11) | CANDIDA DE MORAIS (1) | NOVO PLANALTO (1)
74480250	27	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	55.6	4	0.923	VILA MUTIRAO (15) | VILA MUTIRAO I (10) | JARDIM LIBERDADE (1) | VILA MULTIRAO (1)	VILA MUTIRÃO (15) | Vila Mutirão I (10) | Jardim Liberdade (1) | VILA MULTIRÃO (1)
74480260	29	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	55.2	3	0.923	VILA MUTIRAO (16) | VILA MUTIRAO I (12) | RESIDENCIAL GREEN PARK (1)	VILA MUTIRÃO (16) | VILA MUTIRÃO I (12) | RESIDENCIAL GREEN PARK (1)
74480270	20	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	50.0	3	0.923	VILA MUTIRAO (10) | VILA MUTIRAO I (9) | JARDIM LIBERDADE (1)	Vila Mutirão (10) | VILA MUTIRÃO I (9) | JARDIM LIBERDADE (1)
74480280	20	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO I	50.0	3	0.923	VILA MUTIRAO I (10) | VILA MUTIRAO (9) | NOVO PLANALTO (1)	Vila Mutirão I (10) | VILA MUTIRÃO (9) | NOVO PLANALTO (1)
74480282	8	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	75.0	2	0.923	VILA MUTIRAO (6) | VILA MUTIRAO I (2)	VILA MUTIRÃO (6) | VILA MUTIRÃO I (2)
74480290	5	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO	60.0	3	0.923	VILA MUTIRAO (3) | VILA MUTIRAO I (1) | PERIM (1)	VILA MUTIRÃO (3) | Vila Mutirão I (1) | SETOR PERIM (1)
74480300	15	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO I	60.0	4	0.923	VILA MUTIRAO I (9) | VILA MUTIRAO (4) | VILA MULTIRAO (1) | VILA MUTIRAO 1 (1)	VILA MUTIRÃO I (9) | VILA MUTIRÃO (4) | VILA MULTIRÃO (1) | VILA MUTIRAO 1 (1)
74480310	7	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	VILA MUTIRAO I	57.1	4	0.923	VILA MUTIRAO I (4) | VILA MUTIRAO (1) | NOVO PLANALTO (1) | JARDIM LIBERDADE (1)	VILA MUTIRÃO I (4) | VILA MUTIRÃO (1) | NOVO PLANALTO (1) | JARDIM LIBERDADE (1)
74480320	9	05_BAIRROS_DIFERENTES_REVISAR	JARDIM LIBERDADE	44.4	3	0.214	JARDIM LIBERDADE (4) | VILA MUTIRAO (4) | VILA MUTIRAO I (1)	JARDIM LIBERDADE (4) | VILA MUTIRÃO (4) | VILA MUTIRÃO I (1)
74480330	45	05_PRINCIPAL_FORTE_REVISAR	NOVO PLANALTO	97.8	2	0.286	NOVO PLANALTO (44) | JARDIM COLORADO (1)	NOVO PLANALTO (29) | SETOR NOVO PLANALTO (15) | JARDIM COLORADO (1)
74480340	41	05_PRINCIPAL_FORTE_REVISAR	NOVO PLANALTO	97.6	2	0.286	NOVO PLANALTO (40) | JARDIM COLORADO (1)	NOVO PLANALTO (23) | SETOR NOVO PLANALTO (17) | JARDIM COLORADO (1)
74480350	52	05_BAIRROS_DIFERENTES_REVISAR	NOVO PLANALTO	96.2	3	0.286	NOVO PLANALTO (50) | JARDIM COLORADO (1) | CANDIDA DE MORAES (1)	NOVO PLANALTO (29) | Setor Novo Planalto (21) | JARDIM COLORADO (1) | CANDIDA DE MORAES (1)
74480355	47	05_PRINCIPAL_FORTE_REVISAR	NOVO PLANALTO	97.9	2	0.267	NOVO PLANALTO (46) | JARDIM VISTA BELA (1)	NOVO PLANALTO (28) | SETOR NOVO PLANALTO (18) | JARDIM VISTA BELA (1)
74480382	19	05_BAIRROS_DIFERENTES_REVISAR	NOVO PLANALTO	89.5	3	0.167	NOVO PLANALTO (17) | RESIDENCIAL PRIVE NORTE (1) | VILA MARTINS (1)	NOVO PLANALTO (13) | SETOR NOVO PLANALTO (4) | RESIDENCIAL PRIVE NORTE (1) | VILA MARTINS (1)
74480387	3	05_BAIRROS_DIFERENTES_REVISAR	NOVO PLANALTO	66.7	2	0.111	NOVO PLANALTO (2) | PERIM (1)	NOVO PLANALTO (2) | SETOR PERIM (1)
74480390	29	05_PRINCIPAL_FORTE_REVISAR	NOVO PLANALTO	96.6	2	0.286	NOVO PLANALTO (28) | JARDIM COLORADO (1)	NOVO PLANALTO (15) | Setor Novo Planalto (13) | JARDIM COLORADO (1)
74480430	23	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	78.3	3	0.909	JARDIM CURITIBA IV (18) | JARDIM CURITIBA (4) | JARDIM LIBERDADE (1)	JARDIM CURITIBA IV (17) | JARDIM CURITIBA (4) | JARDIM CURITIBA  IV (1) | JARDIM LIBERDADE (1)
74480440	17	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	82.4	2	0.909	JARDIM CURITIBA IV (14) | JARDIM CURITIBA (3)	JARDIM CURITIBA IV (14) | JARDIM CURITIBA (3)
74480450	40	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	75.0	2	0.909	JARDIM CURITIBA IV (30) | JARDIM CURITIBA (10)	JARDIM CURITIBA IV (26) | JARDIM CURITIBA (10) | Jardim Curitiba 4 (2) | CURITIBA IV (1) | JARDIM CURITBA IV (1)
74480460	15	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	60.0	3	0.909	JARDIM CURITIBA IV (9) | JARDIM CURITIBA (5) | PARQUE MARACANA (1)	JARDIM CURITIBA IV (9) | JARDIM CURITIBA (5) | PARQUE MARACANÃ (1)
74480470	7	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA	57.1	3	0.909	JARDIM CURITIBA (4) | JARDIM CURITIBA IV (2) | JARDIM CURITIBA I (1)	JARDIM CURITIBA (4) | JARDIM CURITIBA IV (2) | JARDIM CURITIBA I (1)
74480480	3	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	66.7	2	0.909	JARDIM CURITIBA IV (2) | JARDIM CURITIBA (1)	JARDIM CURITIBA IV (2) | Jardim Curitiba (1)
74480485	6	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA	50.0	4	0.909	JARDIM CURITIBA (3) | JARDIM CURITIBA LV (1) | JARDIM VISTA BELA (1) | JARDIM CURITIBA IV (1)	JARDIM CURITIBA (3) | Jardim Curitiba lV (1) | JARDIM VISTA BELA (1) | JARDIM CURITIBA IV (1)
74480500	5	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	80.0	2	0.909	JARDIM CURITIBA IV (4) | JARDIM CURITIBA (1)	JARDIM CURITIBA IV (3) | JARDIM CURITIBA (1) | Jardim Curitiba 4 (1)
74480510	2	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	50.0	2	0.909	JARDIM CURITIBA IV (1) | JARDIM CURITIBA (1)	JARDIM CURITIBA IV (1) | Jardim Curitiba (1)
74480520	11	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	90.9	2	0.909	JARDIM CURITIBA IV (10) | JARDIM CURITIBA (1)	JARDIM CURITIBA IV (10) | Jardim Curitiba (1)
74480530	17	03_ERRO_OU_GRAFIA_MUITO_PROXIMA	JARDIM CURITIBA IV	88.2	2	0.909	JARDIM CURITIBA IV (15) | JARDIM CURITIBA (2)	JARDIM CURITIBA IV (13) | Jardim Curitiba (2) | CURITIBA IV (1) | Jardim Curitiba 4 (1)
