CEP	BAIRRO_PADRAO_CANDIDATO	CLIENTES	VARIACOES
74475115	MORADA DO SOL	9	MORADA DO SOL (7) | SETOR MORADA DO SOL (2)
74475116	MORADA DO SOL	1	MORADA DO SOL (1)
74475124	MORADA DO SOL	4	SETOR MORADA DO SOL (3) | MORADA DO SOL (1)
74475125	MORADA DO SOL	1	MORADA DO SOL (1)
74475130	MORADA DO SOL	1	MORADA DO SOL (1)
74475132	MORADA DO SOL	1	Setor Morada do Sol (1)
74475138	MORADA DO SOL	4	SETOR MORADA DO SOL (2) | MORADA DO SOL (2)
74475140	MORADA DO SOL	2	MORADA DO SOL (2)
74475160	MORADA DO SOL	1	MORADA DO SOL (1)
74475179	MORADA DO SOL	1	Setor Morada do Sol (1)
74475204	MORADA DO SOL	3	MORADA DO SOL (2) | Setor Morada do Sol (1)
74475214	MORADA DO SOL	1	Setor Morada do Sol (1)
74475223	MORADA DO SOL	1	MORADA DO SOL (1)
74475226	MORADA DO SOL	1	MORADA DO SOL (1)
74475230	MORADA DO SOL	1	MORADA DO SOL (1)
74475237	MORADA DO SOL	1	SETOR MORADA DO SOL (1)
74475260	ESTRELA DALVA	1	SETOR ESTRELA DALVA (1)
74475292	ESTRELA DALVA	1	Setor Estrela Dalva (1)
74475296	ESTRELA DALVA	1	Setor Estrela Dalva (1)
74475298	ESTRELA DALVA	1	ESTRELA DALVA (1)
74475300	ESTRELA DALVA	1	ESTRELA DALVA (1)
74475314	ESTRELA DALVA	1	SETOR ESTRELA DALVA (1)
74475318	ESTRELA DALVA	1	Setor Estrela Dalva (1)
74475332	ESTRELA DALVA	1	SETOR ESTRELA DALVA (1)
74475343	RESIDENCIAL BRISAS DA MATA	1	RESIDENCIAL BRISAS DA MATA (1)
74475344	RESIDENCIAL BRISAS DA MATA	1	RESIDENCIAL BRISAS DA MATA (1)
74475354	RESIDENCIAL BRISAS DA MATA	1	Residencial Brisas da Mata (1)
74475356	RESIDENCIAL BRISAS DA MATA	1	Residencial Brisas da Mata (1)
74475358	RESIDENCIAL BRISAS DA MATA	1	Residencial Brisas da Mata (1)
74475422	RESIDENCIAL PRIVE NORTE	1	RESIDENCIAL PRIVE NORTE (1)
74475474	VILA MUTIRAO	1	VILA MUTIRÃO (1)
74475490	JARDIM LIBERDADE	1	JARDIM LIBERDADE (1)
74475500	VILA MUTIRAO	1	VILA MUTIRÃO (1)
74475535	JARDIM LIBERDADE	29	JARDIM LIBERDADE (29)
74475570	JARDIM LIBERDADE	10	JARDIM LIBERDADE (10)
74475574	JARDIM LIBERDADE	1	JARDIM LIBERDADE (1)
74475575	JARDIM LIBERDADE	36	JARDIM LIBERDADE (36)
74475590	JARDIM LIBERDADE	41	JARDIM LIBERDADE (41)
74475600	JARDIM LIBERDADE	11	JARDIM LIBERDADE (11)
74475620	JARDIM LIBERDADE	10	JARDIM LIBERDADE (10)
74475625	JARDIM COLORADO	1	JARDIM COLORADO (1)
74475640	JARDIM LIBERDADE	39	JARDIM LIBERDADE (39)
74475650	JARDIM LIBERDADE	27	JARDIM LIBERDADE (27)
74475670	JARDIM LIBERDADE	15	JARDIM LIBERDADE (15)
74475675	JARDIM LIBERDADE	13	JARDIM LIBERDADE (13)
74475742	ESTRELA DALVA	1	SETOR ESTRELA DALVA (1)
74475757	JARDIM LIBERDADE	1	JARDIM LIBERDADE (1)
74475801	PARQUE TREMENDAO	11	SETOR PARQUE TREMENDÃO (6) | PARQUE TREMENDÃO (5)
74475803	PARQUE TREMENDAO	20	PARQUE TREMENDÃO (16) | SETOR PARQUE TREMENDÃO (4)
74475804	PARQUE TREMENDAO	16	PARQUE TREMENDÃO (8) | SETOR PARQUE TREMENDÃO (8)
74475805	PARQUE TREMENDAO	2	PARQUE TREMENDÃO (2)
74475807	PARQUE TREMENDAO	11	PARQUE TREMENDÃO (8) | SETOR PARQUE TREMENDÃO (3)
74475809	PARQUE TREMENDAO	1	PARQUE TREMENDÃO (1)
74475810	PARQUE TREMENDAO	8	PARQUE TREMENDÃO (4) | SETOR PARQUE TREMENDÃO (4)
74475813	PARQUE TREMENDAO	2	PARQUE TREMENDÃO (2)
74475818	PARQUE TREMENDAO	1	Setor Parque Tremendão (1)
74475820	PARQUE TREMENDAO	1	Setor Parque Tremendão (1)
74475845	VILA MUTIRAO	1	VILA MUTIRÃO (1)
74475860	PARQUE TREMENDAO	14	PARQUE TREMENDÃO (10) | SETOR PARQUE TREMENDÃO (4)
74476005	RESIDENCIAL FORTALEZA	1	RESIDENCIAL FORTALEZA (1)
74476010	RESIDENCIAL FORTALEZA	2	RESIDENCIAL FORTALEZA (2)
74476020	RESIDENCIAL FORTALEZA	1	RESIDENCIAL FORTALEZA (1)
74476040	RESIDENCIAL FORTALEZA	4	RESIDENCIAL FORTALEZA (4)
74476050	RESIDENCIAL FORTALEZA	19	RESIDENCIAL FORTALEZA (19)
74476070	RESIDENCIAL FORTALEZA	23	RESIDENCIAL FORTALEZA (23)
74476080	RESIDENCIAL FORTALEZA	2	RESIDENCIAL FORTALEZA (2)
74476125	CONJUNTO RESIDENCIAL PAULO PACHECO	1	CONJUNTO RESIDENCIAL PAULO PACHECO (1)
74477001	DA VITORIA	5	BAIRRO DA VITORIA (3) | DA VITÓRIA (2)
74477002	DA VITORIA	1	BAIRRO DA VITORIA (1)
74477003	DA VITORIA	7	BAIRRO DA VITORIA (4) | Da Vitória (3)
74477004	DA VITORIA	3	BAIRRO DA VITÓRIA (2) | Da Vitória (1)
74477005	DA VITORIA	1	BAIRRO DA VITÓRIA (1)
74477006	DA VITORIA	7	BAIRRO DA VITORIA (4) | DA VITÓRIA (3)
74477007	DA VITORIA	1	DA VITÓRIA (1)
74477008	DA VITORIA	2	DA VITÓRIA (2)
74477011	DA VITORIA	2	BAIRRO DA VITORIA (2)
74477018	DA VITORIA	1	Da Vitória (1)
74477019	DA VITORIA	4	BAIRRO DA VITÓRIA (4)
74477020	DA VITORIA	12	BAIRRO DA VITÓRIA (6) | DA VITÓRIA (6)
74477021	DA VITORIA	5	BAIRRO DA VITÓRIA (4) | DA VITÓRIA (1)
74477022	DA VITORIA	3	BAIRRO DA VITORIA (3)
74477024	DA VITORIA	3	BAIRRO DA VITORIA (2) | Da Vitória (1)
74477025	DA VITORIA	3	BAIRRO DA VITÓRIA (2) | Da Vitória (1)
74477026	DA VITORIA	1	BAIRRO DA VITÓRIA (1)
74477027	DA VITORIA	3	BAIRRO DA VITÓRIA (2) | DA VITÓRIA (1)
74477030	DA VITORIA	7	BAIRRO DA VITÓRIA (6) | DA VITÓRIA (1)
74477031	DA VITORIA	4	BAIRRO DA VITÓRIA (4)
74477032	DA VITORIA	2	DA VITÓRIA (2)
74477033	DA VITORIA	2	DA VITÓRIA (2)
74477034	DA VITORIA	5	BAIRRO DA VITÓRIA (4) | Da Vitória (1)
74477036	DA VITORIA	11	Da Vitória (7) | BAIRRO DA VITÓRIA (4)
74477038	DA VITORIA	3	BAIRRO DA VITÓRIA (3)
74477040	DA VITORIA	1	BAIRRO DA VITÓRIA (1)
74477041	DA VITORIA	4	BAIRRO DA VITÓRIA (3) | Da Vitória (1)
74477043	DA VITORIA	5	Da Vitória (3) | BAIRRO DA VITÓRIA (2)
74477044	DA VITORIA	2	BAIRRO DA VITORIA (1) | Da Vitória (1)
74477045	DA VITORIA	4	DA VITÓRIA (2) | BAIRRO DA VITÓRIA (2)
74477048	DA VITORIA	5	BAIRRO DA VITORIA (5)
74477049	DA VITORIA	1	DA VITÓRIA (1)
74477050	DA VITORIA	2	DA VITÓRIA (2)
74477051	DA VITORIA	2	DA VITÓRIA (2)
74477053	DA VITORIA	4	BAIRRO DA VITÓRIA (3) | DA VITÓRIA (1)
74477054	DA VITORIA	3	DA VITÓRIA (2) | BAIRRO DA VITÓRIA (1)
74477055	DA VITORIA	3	BAIRRO DA VITÓRIA (3)
74477056	DA VITORIA	2	BAIRRO DA VITÓRIA (2)
74477057	DA VITORIA	12	BAIRRO DA VITORIA (6) | DA VITÓRIA (6)
74477058	SAO CARLOS	4	SÃO CARLOS (4)
74477059	SAO CARLOS	2	SÃO CARLOS (2)
74477060	SAO CARLOS	1	SÃO CARLOS (1)
74477061	SAO CARLOS	7	SÃO CARLOS (7)
74477062	SAO CARLOS	12	SÃO CARLOS (12)
74477063	SAO CARLOS	1	SÃO CARLOS (1)
74477064	SAO CARLOS	1	SÃO CARLOS (1)
74477066	SAO CARLOS	10	SÃO CARLOS (10)
74477067	SAO CARLOS	6	SÃO CARLOS (5) | BAIRRO SÃO CARLOS (1)
74477068	SAO CARLOS	6	SÃO CARLOS (6)
74477069	SAO CARLOS	2	SÃO CARLOS (2)
74477070	SAO CARLOS	6	SÃO CARLOS (5) | BAIRRO SÃO CARLOS (1)
74477071	SAO CARLOS	4	SÃO CARLOS (4)
74477072	DA VITORIA	2	Da Vitoria (1) | BAIRRO DA VITÓRIA (1)
74477074	SAO CARLOS	4	SÃO CARLOS (4)
74477078	SAO CARLOS	4	SÃO CARLOS (4)
74477079	SAO CARLOS	2	SÃO CARLOS (2)
74477080	SAO CARLOS	4	SÃO CARLOS (4)
74477081	SAO CARLOS	7	SÃO CARLOS (7)
74477083	SAO CARLOS	4	SÃO CARLOS (4)
74477084	SAO CARLOS	3	São Carlos (3)
74477086	SAO CARLOS	1	SÃO CARLOS (1)
74477087	SAO CARLOS	3	SÃO CARLOS (3)
74477089	SAO CARLOS	6	SÃO CARLOS (6)
74477091	SAO CARLOS	4	SÃO CARLOS (4)
74477092	SAO CARLOS	1	São Carlos (1)
74477093	SAO CARLOS	1	SÃO CARLOS (1)
74477094	SAO CARLOS	3	SÃO CARLOS (3)
74477096	SAO CARLOS	2	SÃO CARLOS (2)
74477097	SAO CARLOS	7	SÃO CARLOS (7)
74477098	SAO CARLOS	4	SAO CARLOS (4)
74477099	SAO CARLOS	4	SÃO CARLOS (4)
74477100	SAO CARLOS	4	SÃO CARLOS (4)
74477101	SAO CARLOS	3	SÃO CARLOS (3)
74477103	SAO CARLOS	2	SÃO CARLOS (2)
74477104	SAO CARLOS	1	SAO CARLOS (1)
74477105	SAO CARLOS	9	SÃO CARLOS (9)
74477106	SAO CARLOS	6	SÃO CARLOS (6)
74477107	SAO CARLOS	11	SÃO CARLOS (11)
74477108	SAO CARLOS	4	SAO CARLOS (4)
74477109	SAO CARLOS	2	SÃO CARLOS (2)
74477110	SAO CARLOS	4	SÃO CARLOS (4)
74477112	SAO CARLOS	1	SÃO CARLOS (1)
74477115	FLORESTA	1	Floresta (1)
74477122	FLORESTA	2	Floresta (2)
74477147	DA VITORIA	4	DA VITÓRIA (4)
74477186	SAO CARLOS	3	SÃO CARLOS (3)
74477187	SAO CARLOS	2	SÃO CARLOS (2)
74477189	SAO CARLOS	1	SÃO CARLOS (1)
74477190	SAO CARLOS	11	SÃO CARLOS (9) | BAIRRO SAO CARLOS (2)
74477200	JARDIM VISTA BELA	2	JARDIM VISTA BELA (2)
74477447	JARDIM LIBERDADE	1	JARDIM LIBERDADE (1)
74477600	FAZENDA SAO DOMINGOS	1	FAZENDA SÃO DOMINGOS (1)
74477657	DA VITORIA	1	BAIRRO DA VITORIA (1)
74477720	CONDOMINIO CAMPO BELO	1	CONDOMÍNIO CAMPO BELO (1)
74478036	NOVO PLANALTO	1	NOVO PLANALTO (1)
74478395	NOVO PLANALTO	1	NOVO PLANALTO (1)
74478710	MANSOES PARAISO	1	MANSÕES PARAÍSO (1)
74480003	JARDIM LIBERDADE	1	JARDIM LIBERDADE (1)
74480008	VILA MUTIRAO	1	VILA MUTIRÃO (1)
74480010	JARDIM LIBERDADE	3	JARDIM LIBERDADE (3)
74480050	NOVO PLANALTO	5	NOVO PLANALTO (3) | SETOR NOVO PLANALTO (2)
74480080	NOVO PLANALTO	1	NOVO PLANALTO (1)
74480098	SAO CARLOS	1	SÃO CARLOS (1)
74480130	NOVO PLANALTO	4	NOVO PLANALTO (3) | SETOR NOVO PLANALTO (1)
74480335	NOVO PLANALTO	24	NOVO PLANALTO (13) | SETOR NOVO PLANALTO (11)
74480358	NOVO PLANALTO	1	NOVO PLANALTO (1)
74480360	NOVO PLANALTO	23	NOVO PLANALTO (12) | SETOR NOVO PLANALTO (11)
74480365	NOVO PLANALTO	1	NOVO PLANALTO (1)
74480370	NOVO PLANALTO	11	NOVO PLANALTO (6) | SETOR NOVO PLANALTO (5)
74480380	NOVO PLANALTO	17	NOVO PLANALTO (10) | SETOR NOVO PLANALTO (7)
74480385	NOVO PLANALTO	9	NOVO PLANALTO (8) | SETOR NOVO PLANALTO (1)
74480395	NOVO PLANALTO	34	NOVO PLANALTO (25) | SETOR NOVO PLANALTO (9)
74480400	NOVO PLANALTO	36	NOVO PLANALTO (22) | SETOR NOVO PLANALTO (14)
74480420	VILA MUTIRAO	1	VILA MUTIRÃO (1)
74480490	JARDIM CURITIBA IV	5	JARDIM CURITIBA IV (4) | JARDIM CURITIBA 4 (1)
74480558	JARDIM CURITIBA IV	1	JARDIM CURITIBA IV (1)
74480579	JARDIM CURITIBA IV	1	JARDIM CURITIBA IV (1)
74480580	JARDIM CURITIBA IV	1	JARDIM CURITIBA IV (1)
74480630	JARDIM CURITIBA IV	4	JARDIM CURITIBA IV (4)
74480700	JARDIM CURITIBA	1	JARDIM CURITIBA (1)
74480711	JARDIM CURITIBA 2	1	Jardim Curitiba 2 (1)
74480860	PARQUE TREMENDAO	1	PARQUE TREMENDÃO (1)
74480970	VILA MUTIRAO	1	VILA MUTIRÃO (1)
74481070	JARDIM CURITIBA	1	Jardim Curitiba (1)
74481090	JARDIM CURITIBA	1	Jardim Curitiba (1)
74481100	JARDIM CURITIBA	1	JARDIM CURITIBA (1)
74481110	JARDIM CURITIBA	3	Jardim Curitiba (3)
74481130	JARDIM CURITIBA	2	JARDIM CURITIBA (2)
74481140	JARDIM CURITIBA	2	JARDIM CURITIBA (2)
74481150	JARDIM CURITIBA	1	JARDIM CURITIBA (1)
74481160	JARDIM CURITIBA I	1	JARDIM CURITIBA I (1)
74481190	JARDIM CURITIBA	1	Jardim Curitiba (1)
74481195	JARDIM CURITIBA	1	Jardim Curitiba (1)
74481200	JARDIM CURITIBA	2	JARDIM CURITIBA (2)
74481250	JARDIM CURITIBA	2	JARDIM CURITIBA (2)
74481290	JARDIM CURITIBA	1	JARDIM CURITIBA (1)
74481375	JARDIM CURITIBA	1	JARDIM CURITIBA (1)
74481450	JARDIM CURITIBA III	1	JARDIM CURITIBA III (1)
74481460	JARDIM CURITIBA	1	Jardim Curitiba (1)
74481470	JARDIM CURITIBA III	1	JARDIM CURITIBA III (1)
74481530	JARDIM CURITIBA	1	Jardim Curitiba (1)
74481550	JARDIM CURITIBA	1	Jardim Curitiba (1)
74481560	JARDIM CURITIBA	2	JARDIM CURITIBA (2)
74481610	RESIDENCIAL GREEN PARK	6	RESIDENCIAL GREEN PARK (6)
74481625	RESIDENCIAL GREEN PARK	3	RESIDENCIAL GREEN PARK (3)
74481630	RESIDENCIAL GREEN PARK	7	RESIDENCIAL GREEN PARK (7)
74481635	RESIDENCIAL GREEN PARK	8	RESIDENCIAL GREEN PARK (8)
74481655	RESIDENCIAL GREEN PARK	5	RESIDENCIAL GREEN PARK (5)
74481657	RESIDENCIAL GREEN PARK	3	RESIDENCIAL GREEN PARK (3)
74481735	MANSOES PARAISO	1	MANSÕES PARAISO (1)
74481740	MANSOES PARAISO	5	MANSÕES PARAÍSO (5)
74481760	MANSOES PARAISO	4	MANSÕES PARAISO (4)
74481770	MANSOES PARAISO	1	MANSÕES PARAISO (1)
74482070	PARQUE MARACANA	1	PARQUE MARACANÃ (1)
74482130	PARQUE MARACANA	3	PARQUE MARACANÃ (3)
74482350	SITIOS DE RECREIO DOS BANDEIRANTES	1	SÍTIOS DE RECREIO DOS BANDEIRANTES (1)
74483009	CAROLINA PARQUE	1	CAROLINA PARQUE (1)
74483010	PARQUE INDUSTRIAL JOAO BRAZ	2	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483013	CAROLINA PARQUE	1	CAROLINA PARQUE (1)
74483018	CAROLINA PARQUE	1	Carolina Parque (1)
74483035	CAROLINA PARQUE EXTENSAO	1	CAROLINA PARQUE EXTENSÃO (1)
74483040	PARQUE INDUSTRIAL JOAO BRAZ	1	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483056	CAROLINA PARQUE EXTENSAO	1	CAROLINA PARQUE EXTENSÃO (1)
74483090	ESPLANADA DO ANICUNS	1	ESPLANADA DO ANICUNS (1)
74483100	PARQUE INDUSTRIAL JOAO BRAZ	1	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483110	PARQUE INDUSTRIAL JOAO BRAZ	1	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483130	PARQUE INDUSTRIAL JOAO BRAZ	2	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483140	PARQUE INDUSTRIAL JOAO BRAZ	1	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483150	PARQUE INDUSTRIAL JOAO BRAZ	3	PARQUE INDUSTRIAL JOÃO BRAZ (3)
74483160	PARQUE INDUSTRIAL JOAO BRAZ	2	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483170	PARQUE INDUSTRIAL JOAO BRAZ	2	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483180	PARQUE INSDUSTRIAL JOAO BRAZ	1	PARQUE INSDUSTRIAL JOAO BRAZ (1)
74483190	PARQUE INDUSTRIAL JOAO BRAZ	3	PARQUE INDUSTRIAL JOÃO BRAZ (3)
74483210	PARQUE INDUSTRIAL JOAO BRAZ	5	PARQUE INDUSTRIAL JOÃO BRAZ (5)
74483230	PARQUE INDUSTRIAL JOAO BRAZ	3	PARQUE INDUSTRIAL JOÃO BRAZ (3)
74483260	PARQUE INDUSTRIAL JOAO BRAZ	1	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483280	PARQUE INDUSTRIAL JOAO BRAZ	3	PARQUE INDUSTRIAL JOÃO BRAZ (3)
74483290	PARQUE INDUSTRIAL JOAO BRAZ	1	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483310	PARQUE INDUSTRIAL JOAO BRAZ	4	PARQUE INDUSTRIAL JOÃO BRAZ (4)
74483330	PARQUE INDUSTRIAL JOAO BRAZ	1	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483335	NOVO PLANALTO	1	NOVO PLANALTO (1)
74483380	PARQUE INDUSTRIAL JOAO BRAZ	2	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483440	PARQUE INDUSTRIAL JOAO BRAZ	2	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483450	PARQUE INDUSTRIAL JOAO BRAZ	1	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483470	PARQUE INDUSTRIAL JOAO BRAZ	2	PARQUE INDUSTRIAL JOÃO BRAZ (2)
74483500	PARQUE INDUSTRIAL JOAO BRAZ	3	PARQUE INDUSTRIAL JOÃO BRAZ (3)
74483510	PARQUE INDUSTRIAL JOAO BRAZ	1	PARQUE INDUSTRIAL JOÃO BRAZ (1)
74483560	PARQUE INDUSTRIAL JOAO BRAZ	4	PARQUE INDUSTRIAL JOÃO BRAZ (4)
74483612	LOTEAMENTO TROPICAL VERDE	1	LOTEAMENTO TROPICAL VERDE (1)
74483615	LOTEAMENTO TROPICAL VERDE	1	LOTEAMENTO TROPICAL VERDE (1)
74483640	LORENA PARQUE	1	LORENA PARQUE (1)
74483650	LUANA PARK	1	LUANA PARK (1)
74483680	LORENA PARQUE	1	LORENA PARQUE (1)
74483720	LORENA PARQUE	1	LORENA PARQUE (1)
74483730	LORENA PARQUE	3	LORENA PARQUE (3)
74483740	LORENA PARQUE	2	LORENA PARQUE (2)
74483760	LORENA PARQUE	1	LORENA PARQUE (1)
74483770	LORENA PARQUE	3	LORENA PARQUE (3)
74483780	LORENA PARQUE	3	LORENA PARQUE (3)
74483790	LORENA PARQUE	1	LORENA PARQUE (1)
74483800	LORENA PARQUE	3	LORENA PARQUE (3)
74483810	LORENA PARQUE	2	LORENA PARQUE (2)
74483820	LORENA PARQUE	1	LORENA PARQUE (1)
74483821	RESIDENCIAL LUANA PARK	2	RESIDENCIAL LUANA PARK (2)
74483830	RESIDENCIAL LUANA PARK	2	RESIDENCIAL LUANA PARK (2)
74483840	RESIDENCIAL LUANA PARK	2	RESIDENCIAL LUANA PARK (2)
74483860	RESIDENCIAL LUANA PARK	1	RESIDENCIAL LUANA PARK (1)
74484010	ARAGUAIA PARK	3	ARAGUAIA PARK (3)
74484020	ARAGUAIA PARK	4	ARAGUAIA PARK (4)
74484030	ARAGUAIA PARK	7	ARAGUAIA PARK (7)
74484040	ARAGUAIA PARK	4	ARAGUAIA PARK (4)
74484050	ARAGUAIA PARK	4	ARAGUAIA PARK (4)
74484070	SOLANGE PARK I	6	SOLANGE PARK I (6)
74484075	SOLANGE PARK I	1	SOLANGE PARK I (1)
74484085	SOLANGE PARK I	2	SOLANGE PARK I (2)
74484090	SOLANGE PARK I	18	SOLANGE PARK I (18)
74484100	SOLANGE PARK I	2	SOLANGE PARK I (2)
74484115	SOLANGE PARK II	1	SOLANGE PARK II (1)
74484120	SOLANGE PARK I	4	SOLANGE PARK I (4)
74484130	SOLANGE PARK I	1	SOLANGE PARK I (1)
74484145	SOLANGE PARK I	2	SOLANGE PARK I (2)
74484153	SOLANGE PARK I	5	SOLANGE PARK I (5)
74484157	SOLANGE PARK I	7	SOLANGE PARK I (7)
74484190	SOLANGE PARK I	3	SOLANGE PARK I (3)
74484195	SOLANGE PARK I	3	SOLANGE PARK I (3)
74484199	SOLANGE PARK I	1	SOLANGE PARK I (1)
74484200	PARQUE PARAISO	1	PARQUE PARAISO (1)
74484205	PARQUE PARAISO	2	PARQUE PARAÍSO (2)
74484210	SOLANGE PARK I	6	SOLANGE PARK I (6)
74484220	PARQUE PARAISO	1	PARQUE PARAÍSO (1)
74484240	PARQUE PARAISO	1	PARQUE PARAÍSO (1)
74484243	PARQUE PARAISO	2	PARQUE PARAÍSO (2)
74484245	PARQUE PARAISO	1	PARQUE PARAÍSO (1)
74484250	PARQUE PARAISO	2	PARQUE PARAÍSO (2)
74484270	SOLANGE PARK II	2	SOLANGE PARK II (2)
74484275	SOLANGE PARK II	3	SOLANGE PARK II (3)
74484290	SOLANGE PARK II	1	SOLANGE PARK II (1)
74484300	SOLANGE PARK II	7	SOLANGE PARK II (7)
74484302	SOLANGE PARK II	5	SOLANGE PARK II (5)
74484306	SOLANGE PARK II	7	SOLANGE PARK II (7)
74484308	SOLANGE PARK II	1	SOLANGE PARK II (1)
74484310	SOLANGE PARK II	5	SOLANGE PARK II (5)
74484320	SOLANGE PARK II	4	SOLANGE PARK II (4)
74484340	SOLANGE PARK II	8	SOLANGE PARK II (8)
74484350	SOLANGE PARK III	3	SOLANGE PARK III (3)
74484354	SOLANGE PARK I	1	SOLANGE PARK I (1)
74484362	SOLANGE PARK III	4	SOLANGE PARK III (4)
74484364	SOLANGE PARK III	1	SOLANGE PARK III (1)
74484367	SOLANGE PARK III	2	SOLANGE PARK III (2)
74484370	SOLANGE PARK III	1	SOLANGE PARK III (1)
74484380	SOLANGE PARK III	1	SOLANGE PARK III (1)
74484404	RESIDENCIAL GOIANIA VIVA	2	RESIDENCIAL GOIANIA VIVA (2)
74484408	RESIDENCIAL GOI NIA VIVA	1	RESIDENCIAL GOI NIA VIVA (1)
74484419	RESIDENCIAL GOI NIA VIVA	1	RESIDENCIAL GOI NIA VIVA (1)
74484428	RESIDENCIAL GOIANIA VIVA	2	RESIDENCIAL GOIÂNIA VIVA (2)
74484430	RESIDENCIAL GOI NIA VIVA	1	RESIDENCIAL GOI NIA VIVA (1)
74484434	RESIDENCIAL GOI NIA VIVA	1	RESIDENCIAL GOI NIA VIVA (1)
74484436	RESIDENCIAL GOI NIA VIVA	4	RESIDENCIAL GOI NIA VIVA (4)
74484442	RESIDENCIAL GOI NIA VIVA	1	RESIDENCIAL GOI NIA VIVA (1)
74484450	RESIDENCIAL GOI NIA VIVA	1	RESIDENCIAL GOI NIA VIVA (1)
74484505	JARDIM COLORADO	1	JARDIM COLORADO (1)
74484602	JARDIM DAS OLIVEIRAS	1	JARDIM DAS OLIVEIRAS (1)
74484606	CONDOMINIO JARDIM DAS OLIVEIRAS	1	CONDOMÍNIO JARDIM DAS OLIVEIRAS (1)
74484607	CONDOMINIO JARDIM DAS OLIVEIRAS	1	CONDOMINIO JARDIM DAS OLIVEIRAS (1)
74484617	CONDOMINIO JARDIM DAS OLIVEIRAS	1	CONDOMÍNIO JARDIM DAS OLIVEIRAS (1)
74484626	CONDOMINIO ANHANGUERA	2	CONDOMÍNIO ANHANGUERA (2)
74484636	CONDOMINIO ANHANGUERA	2	CONDOMÍNIO ANHANGUERA (2)
74484703	JARDIM DAS ROSAS	1	JARDIM DAS ROSAS (1)
74484704	JARDIM DAS ROSAS	2	JARDIM DAS ROSAS (2)
74484705	JARDIM DAS ROSAS	3	JARDIM DAS ROSAS (3)
74484706	JARDIM DAS ROSAS	1	JARDIM DAS ROSAS (1)
74484715	MANSOES PARAISO	1	MANSÕES PARAISO (1)
74484719	JARDIM DAS ROSAS	1	JARDIM DAS ROSAS (1)
74484725	RESIDENCIAL GOYAZ PARK	1	RESIDENCIAL GOYAZ PARK (1)
74484730	RESIDENCIAL GOYAZ PARK	1	RESIDENCIAL GOYAZ PARK (1)
74484740	RESIDENCIAL GOYAZ PARK	1	RESIDENCIAL GOYAZ PARK (1)
74484744	RESIDENCIAL GOYAZ PARK	1	RESIDENCIAL GOYAZ PARK (1)
74485005	GOIA	2	GOIÁ (2)
74485030	GOIA	3	GOIÁ (3)
74485035	GOIA	1	GOIÁ (1)
74485040	GOIA	2	BAIRRO GOIÁ (1) | GOIÁ (1)
74485060	GOIA	1	GOIÁ (1)
74485070	GOIA	1	GOIÁ (1)
74485090	GOIA	4	GOIÁ (4)
74485110	GOIA	1	GOIÁ (1)
74485130	GOIA	5	GOIÁ (5)
74485150	GOIA	9	GOIÁ (9)
74485215	GOIA	2	GOIÁ (2)
74485240	GOIA	1	GOIÁ (1)
74485250	GOIA	1	GOIÁ (1)
74485290	GOIA	1	GOIÁ (1)
74485315	GOIA	1	Goiá (1)
74485320	GOIA	6	GOIÁ (5) | BAIRRO GOIÁ (1)
74485337	GOIA	4	GOIÁ (3) | BAIRRO GOIÁ (1)
74485381	GOIA 2	1	GOIÁ 2 (1)
74485410	GOIA II	1	GOIÁ II (1)
74485430	GOIA 2	1	GOIÁ 2 (1)
74485433	GOIA 2	1	GOIÁ 2 (1)
74485510	GOIA 2	1	GOIÁ 2 (1)
74485520	GOIA 2	1	GOIÁ 2 (1)
74485530	JARDIM MIRABEL	3	JARDIM MIRABEL (3)
74485540	JARDIM MIRABEL	3	JARDIM MIRABEL (3)
74485550	JARDIM MIRABEL	1	JARDIM MIRABEL (1)
74485555	JARDIM MIRABEL	3	JARDIM MIRABEL (3)
74485560	JARDIM MIRABEL	2	JARDIM MIRABEL (2)
74485565	JARDIM MIRABEL	2	JARDIM MIRABEL (2)
74485590	JARDIM MIRABEL	1	JARDIM MIRABEL (1)
74485600	JARDIM MIRABEL	1	JARDIM MIRABEL (1)
74485610	JARDIM MIRABEL	3	JARDIM MIRABEL (3)
74485615	JARDIM MIRABEL	1	JARDIM MIRABEL (1)
74485620	JARDIM MIRABEL	1	JARDIM MIRABEL (1)
74485851	GOIA IV	1	GOIÁ IV (1)
74485852	GOIA IV	1	BAIRRO GOIÁ IV (1)
74485856	GOIA IV	1	GOIÁ IV (1)
74486115	GOIA SETOR VELOSO	1	GOIÁ SETOR VELOSO (1)
74486205	GOIA II COMPLEMENTO	1	GOIÁ II COMPLEMENTO (1)
